№%:№%:2019-02-01 20:15:59№%:№%:16308781
На сегодня на территории Симферополя размещено более 3,5 тысяч мусорных контейнеров #Симферополь #контейнеры #мусор https://www.3652.ru/news/2291933/vlasti-simferopola-rasskazali-skolko-v-gorode-razmeseno-musornyh-kontejnerov-i-gde№%:№%:2019-02-01 13:32:56№%:№%:16308781
В Симферополе активно устанавливают тактильную плитку для инвалидов по зрению. Однако в некоторых местах дорожку уложили мало того, что криво, так еще и неправильно #Крым #Симферополь #инвалиды #дорожки #ГОСТ https://www.3652.ru/news/2291771/v-simferopole-ustanavlivaut-taktilnuu-plitku-dla-invalidov-pravilno-li-foto№%:№%:2019-02-01 13:15:59№%:№%:16308781
Находящийся недалеко от Керченского пролива в Азовском море теплоход «Канопус» запросил помощь спасателей для эвакуации моряка. Второму механику судна, гражданину Украины, стало плохо, ему требуется помощь медиков #Крым #море #спасают #моряк #теплоход https://www.3652.ru/news/2291848/rossijskie-spasateli-evakuiruut-ukrainskogo-moraka-s-teplohoda-v-azovskom-more№%:№%:2019-02-01 12:31:46№%:№%:16308781
Строительство первой очереди Центра полиэтнической культуры молодежи КИПУ, которое продолжается в Симферополе на улице Объездная, планируется завершить в декабре этого года. Когда стройка только начиналась, сдать объект в эксплуатацию обещали к лету 2019-го #Симферополь #центр #строительство https://www.3652.ru/news/2291801/stroitelstvo-centra-polietniceskoj-kultury-molodezi-v-simferopole-zatagivaetsa-foto№%:№%:2019-02-01 12:04:13№%:№%:16308781
Мемориальный комплекс возрождения реабилитированных народов на железнодорожной станции «Сирень» Бахчисарайского района будет достроен в этом году #Крым #мемориал #депортация https://www.3652.ru/news/2291730/memorial-zertvam-deportacii-na-stancii-siren-obesaut-dostroit-v-2019-godu-foto№%:№%:2019-02-01 11:45:21№%:№%:16308781
Акция проводилась с целью рационального использования природных ресурсов https://www.3652.ru/news/2291680/v-ramkah-ekologiceskoj-akcii-v-krymu-sobrali-bolee-500-staryh-novogodnih-elok-foto№%:№%:2019-02-01 11:16:58№%:№%:16308781
Инцидент случился между Ласпи и мысом Сарыч. https://www.3652.ru/news/2291664/na-trasse-sevastopol-alta-snova-razrusilas-podpornaa-stena-foto№%:№%:2019-02-01 11:03:11№%:№%:16308781
Полицейскими задержаны двое приятелей, подозреваемых в совершении ряда грабежей на территории Симферополя #Симферополь #грабеж #МВД https://www.3652.ru/news/2291587/simferopolec-vmeste-s-drugom-inostrancem-grabili-prohozih№%:№%:2019-02-01 10:31:08№%:№%:16308781
Кировский районный суд приговорил местного жителя, который избил до смерти свою беспомощную мать. #Крым #избиение #преступление #мать https://www.3652.ru/news/2291476/10-let-strogaca-krymcanin-do-smerti-izbil-svou-mat№%:№%:2019-02-01 09:15:18№%:№%:16308781
Украинский оператор мобильной связи "Киевстар" ограничил возможность совершения звонков на территорию Крыма и Севастополя #Киевстар #Крым #звонки #связь https://www.3652.ru/news/2291425/kievstar-zablokiroval-zvonki-na-krymskie-nomera№%:№%:2019-02-01 08:15:16№%:№%:16308781
Симферопольский спринтер, мастер спорта международного класса Руслан Перестюк стал победителем Всероссийских соревнований, которые прошли в Краснодарском крае, установив при этом новый рекорд #Симферополь #легкая #атлетика #соревнования #рекорд https://www.3652.ru/news/2291077/simferopolec-ustanovil-rekord-na-vserossijskih-sorevnovaniah-po-legkoj-atletike-foto№%:№%:2019-02-01 07:45:52№%:№%:16308781
№%:№%:2019-01-31 20:15:35№%:№%:16308781
Спасти Ленинград  драма, Россия, 2019 Фильм основан на реальных событиях. Первый месяц блокады Ленинграда. Молодые влюблённые Костя и Настя под влиянием обстоятельств оказываются на барже, которая должна вывести людей из оков оцепления. Однако ночью разыгрывается шторм, и судно терпит бедствие. Вместо спасателей на место кораблекрушения первыми прибывают вражеские самолёты. 31 января - 6 февраля, 9:00, 10:50, 14:40, 16:10, 18:35, 20:10 Спартак, кинотеатр   https://www.3652.ru/afisha/full/26218№%:№%:2019-01-31 18:31:49№%:№%:16308781
Сегодня, 31 января симферопольский Дворец для новорождённых, расположенный по улице Шмидта,7 вновь открыл свои двери после реконструкции.  #Крым #Симферополь #реконструкция #усадьба https://www.3652.ru/news/2291206/vekovaa-usadba-v-simferopole-torzestvenno-otkryli-dvorec-dla-novorozdennyh-za-18-mln-foto№%:№%:2019-01-31 18:16:40№%:№%:16308781
Рассвет  триллер, ужасы, Россия, 2019 Главная героиня, у которой при странных обстоятельствах погибает брат, решает обратиться в институт сомнологии, чтобы отыскать ответы в своём подсознании. Но после того, как её вместе с другими пациентами погружают в сновидение, она просыпается в совсем другом мире, который пострашнее любого жуткого кошмара. 31 января - 6 февраля, 12:50, 16:45, 18:15, 22:10 Спартак, кинотеатр   https://www.3652.ru/afisha/full/26225№%:№%:2019-01-31 18:01:19№%:№%:16308781
Речь идет об участке дороги в районе дома № 19Б. После ремонта тротуар исчез  https://www.3652.ru/news/2291214/v-simferopole-remontniki-dorog-otobrali-u-pesehodov-trotuar-fotofakt№%:№%:2019-01-31 17:46:14№%:№%:16308781
В период с 8:00 до 17:00 в связи с проведением ремонтных работ будет происходить отключение электричества https://www.3652.ru/news/2291171/kamenskij-massiv-simferopola-ostanetsa-bez-sveta-1-fevrala№%:№%:2019-01-31 17:32:58№%:№%:16308781
В пятницу, 1 февраля, в Каменском массиве Симферополя запланировано отключение электроэнергии #Симферополь #свет https://www.3652.ru/news/2291171/kamenskij-massiv-simferopola-ostanetsa-bez-sveta-1-fevrala№%:№%:2019-01-31 17:16:01№%:№%:16308781
На ул. Карла Маркса опять провалилась дорога https://www.3652.ru/news/2291153/v-centre-simferopola-nasli-vhod-v-podzemele-foto№%:№%:2019-01-31 17:02:08№%:№%:16308781
Полицейские задержали в Симферополе мужчину, обоснованно подозреваемого в краже из самолета #Симферополь #аэропорт #самолет #кража #полиция https://www.3652.ru/news/2291067/passaziru-rejsa-moskva-simferopol-grozit-ugolovnoe-delo-za-krazu-iz-samoleta№%:№%:2019-01-31 16:16:11№%:№%:16308781
Предпринимателям предложены места в переходах на площади им. Амет-Хана Султана, площади Московской и в переходе на площади Ленина. https://www.3652.ru/news/2290825/torgovcy-pereezzaut-iz-podzemnogo-perehoda-na-plosadi-kujbyseva-foto№%:№%:2019-01-31 16:02:29№%:№%:16308781
Муниципальное предприятие "Метроград" заказало обследование трех подземных переходов Симферополя: на площади Амет-Хана Султана, площади Советской и на проспекте Кирова. Оно необходимо для проведения в дальнейшем ремонтных или реставрационных работ в "подземках" #Крым #Симферополь #переходы #обследование https://www.3652.ru/news/2290788/v-simferopole-obsleduut-tolko-tri-podzemnyh-perehoda-iz-obesannyh-18-a-stoimost-rabot-vyrastet-v-2-raza-foto№%:№%:2019-01-31 15:46:15№%:№%:16308781
В Симферополе полицейские задержали 26-летнего местного жителя, который подозревается в убийстве соседа #Симферополь #МВД #убил https://www.3652.ru/news/2290963/rezal-nozom-i-bil-taburetom-v-simferopole-muzcina-zestoko-ubil-soseda№%:№%:2019-01-31 15:32:01№%:№%:16308781
В подземном пешеходном переходе на площади Куйбышева в Симферополе предприниматели демонтируют свои торговые объекты. #Крым #Симферополь #переход #переезд https://www.3652.ru/news/2290825/torgovcy-pereezzaut-iz-podzemnogo-perehoda-na-plosadi-kujbyseva№%:№%:2019-01-31 15:16:29№%:№%:16308781
Завершен перерасчет пенсий большинства сельских пенсионеров в Крыму с учетом изменений, вступивших в силу с 2019 года #Крым #пенсионеры #сельские #пенсии #ПФР https://www.3652.ru/news/2290893/selskim-pensioneram-v-krymu-povysili-pensii№%:№%:2019-01-31 14:35:52№%:№%:16308781
Муниципальное предприятие "Метроград" заказало обследование трех подземных переходов Симферополя: на площади Амет-Хана Султана, площади Советской и на проспекте Кирова. Оно необходимо для проведения в дальнейшем ремонтных или реставрационных работ в "подземках". #Крым #Симферополь #переходы #обследование https://www.3652.ru/news/2290788/v-simferopole-obsleduut-tolko-tri-podzemnyh-perehoda-iz-obesannyh-18-a-stoimost-rabot-vyrastet-v-2-raza№%:№%:2019-01-31 14:16:04№%:№%:16308781
Глава Крыма Сергей Аксенов поручил курирующему министру обратиться в правоохранительные органы по поводу проверки деятельности Регионального фонда капитального ремонта многоквартирных домов РК #Крым #Фонд #капремонт #Аксенов https://www.3652.ru/news/2290813/krymskij-fond-kapremonta-proverit-fsb-aksenov№%:№%:2019-01-31 13:47:22№%:№%:16308781
30-летняя Софья Батова, ранее занимавшая должность заместителя главы администрации Симферополя, получила пост в крымском правительстве #Симферополь #Батова #министерство #указ #должность  https://www.3652.ru/news/2290786/30-letnaa-byvsaa-zamglavy-administracii-simferopola-usla-rabotat-v-krymskoe-pravitelstvo№%:№%:2019-01-31 13:16:31№%:№%:16308781
#Лайфхак  Трогательно 😌№%:№%:2019-01-31 13:15:46№%:№%:16308781
Полиция задержала симферопольца, который забил женщину до смерти деревянной скалкой #Симферополь #Следком #скалка https://www.3652.ru/news/2290703/v-simferopole-zensinu-zabili-nasmert-derevannoj-skalkoj№%:№%:2019-01-31 12:31:41№%:№%:16308781
Утром в четверг, 31 января, в центре Симферополя появилась новая огороженная платная парковка #Симферополь #парковка https://www.3652.ru/news/2290631/v-centre-simferopola-poavilas-ese-odna-platnaa-parkovka-foto№%:№%:2019-01-31 12:01:57№%:№%:16308781
Симферопольский полицейский подозревается в получении взятки в сумме 70 тыс рублей от наркоторговца. #Крым #Симферополь #взятка #полицейский https://www.3652.ru/news/2290499/simferopolskij-policejskij-mozet-sest-za-vzatku№%:№%:2019-01-31 11:32:24№%:№%:16308781
За минувшие сутки в Симферополе работники МБУ "Город" установили 14 новых дорожных знаков согласно схеме организации дорожного движения #Симферополь #дорожные #знаки #Город https://www.3652.ru/news/2290464/na-ulicah-simferopola-ustanovili-14-novyh-doroznyh-znakov-foto№%:№%:2019-01-31 11:00:58№%:№%:16308781
№%:№%:2019-01-31 10:52:48№%:№%:16308781
Также будет обновлена разметка наземных пешеходных переходов https://www.3652.ru/news/2290433/na-evpatorijskom-sosse-pristupili-k-naneseniu-razmetki-foto№%:№%:2019-01-31 10:52:00№%:№%:16308781
С утра в четверг, 31 января, в Симферополе более 20 улиц остались без воды #Симферополь #вода https://www.3652.ru/news/2290404/mikrorajon-i-bolee-20-ulic-simferopola-ostalis-bez-vody-s-utra№%:№%:2019-01-31 10:15:53№%:№%:16308781
№%:№%:2019-01-31 10:15:22№%:№%:16308781
№%:№%:2019-01-31 09:46:04№%:№%:16308781
Канатную дорогу "Мисхор – Ай-Петри" закрыли на плановые ремонтные работы. #Крым #канатная_дорога #Ай-Петри https://www.3652.ru/news/2289487/krymskuu-kanatnuu-dorogu-zakryli-na-planovyj-remont№%:№%:2019-01-31 09:22:35№%:№%:16308781
Житель Симферополя в третий раз пытался украсть более 30 килограмм медных проводов с электропоездов. #Крым #поезда #Симферополь #кража https://www.3652.ru/news/2289584/ugolovnoe-delo-i-straf-ne-ostanovili-simferopolca-ot-ocerednoj-krazi-foto№%:№%:2019-01-31 09:03:03№%:№%:16308781
№%:№%:2019-01-31 08:45:43№%:№%:16308781
За 2018 год в российских аптеках было продано 5,3 миллиарда упаковок лекарственных препаратов на общую сумму около 991,9 млрд рублей #Россия #аптеки #лекарства #деньги #препараты https://www.3652.ru/news/2289550/za-god-rossiane-nakupili-lekarstv-na-990-milliardov-rublej-na-cto-tratat-bolse-vsego№%:№%:2019-01-31 08:31:29№%:№%:16308781
В четверг, 31 января, ряд улиц Симферополя останется без света #Симферополь #свет https://www.3652.ru/news/2289857/komu-v-simferopole-otklucat-svet-v-poslednij-den-anvara№%:№%:2019-01-31 07:45:39№%:№%:16308781
#Правда_жизни№%:№%:2019-01-30 20:15:40№%:№%:16308781
В среду, 30 января, возобновилась продажа "единых" билетов в Крым #Крым #Симферополь #единый #билет #перевозки https://www.3652.ru/news/2289787/nacalas-prodaza-edinyh-biletov-v-krym-cto-pocem-karta№%:№%:2019-01-30 18:00:32№%:№%:16308781
В связи с плановым ремонтом электрооборудования в феврале в Симферополе будут происходить отключения линий электропередачи. #Крым #свет #отключение #Симферополь https://www.3652.ru/news/2289544/gde-v-simferopole-ne-budet-sveta-v-fevrale№%:№%:2019-01-30 17:33:02№%:№%:16308781
Глава администрации Симферополя Наталья Маленко назвала временной мерой подсыпку ям, образовавшихся на дорогах и придомовых территориях после того, как растаял снег #Симферополь #ямы #дороги #засыпают #Маленко https://www.3652.ru/news/2289943/ne-duraki-vlasti-simferopola-obasnili-zacem-zasypaut-amy-na-dorogah-goroda№%:№%:2019-01-30 17:16:20№%:№%:16308781
Сегодня в Симферополе ямочным ремонтом охвачены улица Ким и переулок Персиковый. #Крым #Симферополь #ремонт #улицы https://www.3652.ru/news/2289764/v-simferopole-nacalsa-amocnyj-remont-foto№%:№%:2019-01-30 16:34:18№%:№%:16308781
Глава администрации Симферополя Наталья Маленко поручила проверить список родителей детей, желающих бесплатно парковаться возле Дворца пионеров. #Крым #Симферополь #Дворец_ пионеров #парковка https://www.3652.ru/news/2289517/vlasti-simferopola-proverat-spisok-roditelej-zelausih-besplatno-parkovatsa-vozle-dvorca-pionerov№%:№%:2019-01-30 15:46:51№%:№%:16308781
Сотрудники правоохранительных органов проводят проверку здания территориального фонда обязательного медицинского страхования РК в Симферополе после поступившего сообщения о "минировании" #Симферополь #ОМС #минирование https://www.3652.ru/news/2289768/v-simferopole-zaminirovali-fond-oms№%:№%:2019-01-30 15:16:33№%:№%:16308781
#Головоломка№%:№%:2019-01-30 15:15:13№%:№%:16308781
В Симферополе с приходом солнечной и теплой погоды начались работы по обновлению дорожной разметки. #Крым #Симферополь #разметка #дороги https://www.3652.ru/news/2289674/v-simferopole-nacali-obnovlat-doroznuu-razmetku-fotofakt№%:№%:2019-01-30 15:02:45№%:№%:16308781
В Симферополе на улице 1-й Конной Армии, где к концу 2018 года наконец-то отремонтировали дорогу и открыли движение, пришлось снять свежий асфальт из-за порыва водовода #Симферополь #улица #сорвали #асфальт https://www.3652.ru/news/2289688/vozmusaet-no-uze-ne-udivlaet-v-simferopole-sorvali-svezij-asfalt-ctoby-otremontirovat-truby-foto№%:№%:2019-01-30 14:30:49№%:№%:16308781
Таганский суд Москвы отправил под арест до 27 марта Дениса Чуприкова, которого обвиняют в краже картины «Ай-Петри. Крым» Архипа Куинджи из Третьяковской галереи #Крым #арест #кража #картина https://www.3652.ru/news/2289457/predprinimatela-iz-kryma-arestovali-v-moskve-za-krazu-kartiny№%:№%:2019-01-30 14:00:33№%:№%:16308781
Правительство России в 2019 году выделило 2 млрд руб. на строительство психоневрологических интернатов в разных регионах страны, в том числе, в Крыму #Крым #психоневрологический #интернат #строительство https://www.3652.ru/news/2289425/pravitelstvo-rf-vydelilo-dengi-na-stroitelstvo-psihonevrologiceskogo-internata-v-krymu№%:№%:2019-01-30 13:15:44№%:№%:16308781
#Лайфхак  Как просто украсить свой холодильник№%:№%:2019-01-30 13:15:26№%:№%:16308781
Сегодня, 30 января в Симферополе произошло ДТП с участием трех автомобилей. #Крым #Симферополь #авария #ДТП https://www.3652.ru/news/2289417/bermudskij-perekrestok-v-simferopole-stolknulis-tri-avtomobila-foto№%:№%:2019-01-30 13:01:48№%:№%:16308781
В Симферополе фирма, занимающаяся строительством и ремонтом дорог, не платила заработную плату своим работникам. Вопросом занялась крымская прокуратура #Симферополь #зарплата #прокуратура #рабочие https://www.3652.ru/news/2289373/rabocim-remontiruusim-dorogi-simferopola-ne-platat-zarplatu№%:№%:2019-01-30 12:15:36№%:№%:16308781
Вчера вечером 29 января в симферопольском районе Марьино горела кровля жилого дома. #Крым #мчс #пожар #спасение #Симферополь https://www.3652.ru/news/2289348/v-simferopolskom-mikrorajone-gorel-ziloj-dom№%:№%:2019-01-30 12:03:59№%:№%:16308781
Сегодня ночью в Ялте ﻿мотоциклист разбился насмерть. #Крым #ДТП #Ялта #авария https://www.3652.ru/news/2289240/nocu-v-alte-nasmert-razbilsa-motociklist-foto№%:№%:2019-01-30 11:31:31№%:№%:16308781
НАЙДЕНО СВИДЕТЕЛЬСТВО О РОЖДЕНИИ  В симферопольском офисном центре по ул. Петропавловская, 12 было найдено свидетельство о рождении на имя Андрея Распутько. В настоящее время документ находится в офисе №402. Вернем родителям (при предоставлении паспорта).№%:№%:2019-01-30 10:54:49№%:№%:16308781
Утром в среду, 30 января, в Симферополе бетонная опора ЛЭП упала на газовую трубу #Симферополь #столб #газовая #труба https://www.3652.ru/news/2289218/v-simferopole-stolb-upal-na-gazovuu-trubu-foto№%:№%:2019-01-30 10:45:42№%:№%:16308781
ДТП произошло вчера, 29 января в 22:06 https://www.3652.ru/news/2289186/v-dtp-na-trasse-bahcisaraj-simferopol-postradali-sest-celovek-foto№%:№%:2019-01-30 10:31:13№%:№%:16308781
#Позитив№%:№%:2019-01-30 10:15:46№%:№%:16308781
В администрацию Симферопольского района поступали неоднократные жалобы на предприятие, ответственное за перевозку жителей сел Трудовое, Денисовка, Строгоновка Симферопольского района. #Крым #села #изменение #транспорт https://www.3652.ru/news/2288953/ne-sobludal-grafik-vozit-zitelej-simferopolskih-sel-budet-drugoj-perevozcik№%:№%:2019-01-30 10:15:31№%:№%:16308781
В Крыму продолжается рост заболеваемости острыми респираторными вирусными инфекциями. #Крым #заболеваемость #рост https://www.3652.ru/news/2288937/v-krymu-prodolzaetsa-rost-zabolevaemosti-orvi№%:№%:2019-01-30 09:31:02№%:№%:16308781
ТОП застройщик https://www.3652.ru/news/2288582/monolit-pervyj-v-top-zastrojsikov-po-obemu-stroitelstva№%:№%:2019-01-30 09:15:17№%:№%:16308781
В планах администрации Симферополя нанести и обновить дорожную разметку на ста улицах города. #Крым #Симферополь #разметка https://www.3652.ru/news/2288931/na-sotne-simferopolskih-ulic-planiruut-obnovit-doroznuu-razmetku№%:№%:2019-01-30 08:45:21№%:№%:16308781
В Феодосии злоумышленники похитили бетономешалку и отдали её в качестве погашения долга. #Крым #бетономешалка #долг https://www.3652.ru/news/2288720/krymcane-pohitili-betonomesalku-ctoby-rasscitatsa-za-dolg№%:№%:2019-01-30 08:34:54№%:№%:16308781
С 1 февраля 2019 года для более 15 тысяч крымчан социальные выплаты, предусмотренные федеральным законодательством, будут проиндексированы #Крым #социальные #выплаты #индексаия https://www.3652.ru/news/2288612/socialnye-vyplaty-bolee-15-tys-krymcan-vyrastut-s-fevrala№%:№%:2019-01-30 07:45:26№%:№%:16308781
#Правда_жизни№%:№%:2019-01-29 20:15:53№%:№%:16308781
В симферопольском микрорайоне Каменка нашли мертвой местную жительницу Елену Аксенову #Симферополь #Каменка #мертвая https://www.3652.ru/news/2287511/v-simferopole-nasli-mertvoj-zensinu-s-familiej-aksenova-istocnik№%:№%:2019-01-29 17:16:25№%:№%:16308781
На автоподходах к Крымскому мосту откосы дорог разрушились из-за обильных осадков. Дефект подрядчик трассы "Таврида" устранит за свой счет. #Крым #Таврида #трасса https://www.3652.ru/news/2288654/na-avtopodhodah-k-krymskomu-mostu-proseli-otkosy-dorog-kto-budet-ispravlat-defekt-foto№%:№%:2019-01-29 17:01:45№%:№%:16308781
Все украинские КПП на границе с Крымом возобновили работу после технического сбоя #Крым #Украина #КПП #граница #таможня https://www.3652.ru/news/2288531/ukraina-vozobnovila-propusk-masin-na-vseh-kpp-na-granice-s-krymom№%:№%:2019-01-29 16:16:25№%:№%:16308781
Работы по замене труб отопления возле здания крымского правительства в Симферополе проводятся из-за порыва #Симферополь #Совмин #теплотрасса #ремонт https://www.3652.ru/news/2288573/nikto-ne-zamerz-v-krymteplokommunenergo-rasskazali-o-rabotah-vozle-zdania-pravitelstva№%:№%:2019-01-29 15:46:20№%:№%:16308781
В Черном море в районе Ялты создан искусственный риф для восстановления биологического разнообразия флоры и фауны. #Крым #риф https://www.3652.ru/news/2288418/nacalo-polozeno-v-cernom-more-sozdali-iskusstvennyj-rif-iz-dvuh-samoletov№%:№%:2019-01-29 15:16:12№%:№%:16308781
В 2018/2019 учебном году в школах Крыма организовано изучение родных языков для около 40 тысяч учеников. Украинский язык изучают 10,6 тысяч школьников #Крым #Украина #язык #школы #учащиеся https://www.3652.ru/news/2288435/v-krymu-bolee-10-tysac-skolnikov-izucaut-ukrainskij-azyk№%:№%:2019-01-29 15:02:19№%:№%:16308781
Приступить к исследованию пещеры, обнаруженной в Белогорском районе при строительстве "Тавриды", специалисты смогут после передачи земли в пользование КФУ. #Крым #Симферополь #пещера #Таврида https://www.3652.ru/news/2288379/pesera-tavrida-v-krymu-mozet-stat-turisticeskim-obektom№%:№%:2019-01-29 14:32:19№%:№%:16308781
В Симферополе 70% объектов, ремонт или строительство которых начались в 2018 году, не сданы в срок #Симферополь #ремонт #объекты #Аксенов #дороги https://www.3652.ru/news/2288358/ne-smogli-v-2018-godu-podradciki-ne-zakoncili-vovrema-raboty-na-70-obektov-v-simferopole№%:№%:2019-01-29 14:16:24№%:№%:16308781
В Симферополе 70% объектов, ремонт или строительство которых начались в 2018 году, не сданы в срок #Симферополь #ремонт #объекты #Аксенов #дороги https://www.3652.ru/news/2288358/ne-smogli-v-2018-godu-podradciki-ne-zakoncili-vovrema-raboty-na-70-obektah-v-simferopole№%:№%:2019-01-29 14:04:07№%:№%:16308781
Сегодня, 29 января в Симферополе около здания Совета министров Крыма на проспекте Кирова продолжаются активные земляные работы.  #Крым #Симферополь #Совет_Министров #работы https://www.3652.ru/news/2288312/raboty-po-prokladke-trub-prodolzautsa-vozle-sovmina-v-simferopole-snali-asfalt-foto№%:№%:2019-01-29 13:32:50№%:№%:16308781
#Лайфхак№%:№%:2019-01-29 13:30:22№%:№%:16308781
В Совете министров Крыма представили нового начальника управления Министерства юстиции РФ по РК Валерия Песенко #Крым #Минюст #начальник #РФ https://www.3652.ru/news/2288269/naznacen-novyj-nacalnik-krymskogo-upravlenia-minusta-rf№%:№%:2019-01-29 13:16:08№%:№%:16308781
По данным экспертов, наилучшие перспективы экономики к середине 2019 года имеются в Севастополе и Республике Крым https://www.3652.ru/news/2288242/eksperty-rasskazali-na-skolko-mogut-vyrasti-zarplaty-rossian-v-2019-godu№%:№%:2019-01-29 13:03:50№%:№%:16308781
В Симферополе пьяные посиделки приятелей закончились смертельной дракой #Симферополь #драка #МВД https://www.3652.ru/news/2288138/v-simferopole-vo-vrema-panoj-draki-hozain-kvartiry-ubil-gosta№%:№%:2019-01-29 12:03:33№%:№%:16308781
Мужчина, который поздно вечером в воскресенье, 27 января, облил краской памятник "Вежливым людям" в Симферополе, сейчас находится в изоляторе временного содержания #Симферополь #облил #краской #памятник #Украина #МВД https://www.3652.ru/news/2288080/zdes-est-element-provokacii-pamatnik-vezlivym-ludam-v-simferopole-oblil-nedovolnyj-i-silno-panyj-kievlanin№%:№%:2019-01-29 11:30:58№%:№%:16308781
Рано утром во вторник, 29 января, на трассе Симферополь-Керчь произошло лобовое столкновение двух легковых автомобилей #Крым #ДТП https://www.3652.ru/news/2288037/na-trasse-simfeopol-kerc-lob-v-lob-stolknulis-dve-legkovuski-ocevidcy-soobsaut-o-trupe-video№%:№%:2019-01-29 11:02:14№%:№%:16308781
Вчера, 28 января в Симферопольском районе горела кровля бани на территории частного дома. #Крым #Симферополь #пожар #баня #возгорание https://www.3652.ru/news/2287984/pod-simferopolem-gorela-bana№%:№%:2019-01-29 10:30:21№%:№%:16308781
Траурный митинг состоится утром у дома № 5 по проспекту Кирова, где размещен портрет и мемориальная доска герою https://www.3652.ru/news/2287930/v-centre-simferopola-poctat-pamat-dvazdy-geroa-sovetskogo-souza№%:№%:2019-01-29 10:15:50№%:№%:16308781
#Позитив№%:№%:2019-01-29 10:15:10№%:№%:16308781
Житель Симферопольского района угнал чужой автомобиль, чтобы покататься.  #Крым #авто #угон #МВД https://www.3652.ru/news/2287486/zitel-simferopolskogo-rajona-ugnal-avtomobil-ctoby-pokatatsa№%:№%:2019-01-29 09:02:25№%:№%:16308781
Крымчане хорошо помнят, как после очередного ЧП контролирующие ведомства республики развернули тотальную проверку и закрыли много объектов-нарушителей. Но сегодня самые обычные жилые дома оказались в списке опасных объектов. А всё из-за того, что соседство с АЗС становится более тесным #Симферополь #дом #АЗС https://www.3652.ru/news/2287476/simferopolcy-protestuut-protiv-avtozapravok-pod-oknami-zilyh-domov№%:№%:2019-01-29 08:15:39№%:№%:16308781
По поручению главы администрации Симферополя Натальи Маленко на въездах в крымскую столицу были установлены дополнительные крупногабаритные контейнеры для сбора ТКО. #Крым #Симферополь #контейнеры #мусор https://www.3652.ru/news/2287396/kak-i-obesali-na-vezdah-v-simferopol-ustanovili-dopolnitelnye-musornye-kontejnery-foto№%:№%:2019-01-29 07:45:27№%:№%:16308781
24 января в автобусе направления Феодосия - Симферополь были утеряны документы(в пакете)ПРОШУ отзовитесь кто нашёл. Заберем за вознаграждение!!! +7978 84 711 20№%:№%:2019-01-28 20:54:08№%:№%:16308781
