11 февраля мы переходим с аналогового вещания на цифру 📺№%:№%:2019-01-24 16:37:15№%:№%:41682535
С 1 февраля в Ульяновске, как и по всей России, будут проиндексированы все социальные выплаты, пособия и компенсации на 4,3%. Соответствующее постановление подписал премьер-министр страны Дмитрий Медведев.    Социальные выплаты индексируются 1 февраля ежегодно - на процент инфляции за предыдущий год. Инфляция за 2018 год составила 4,3%, соответственно, и выплаты вырастут именно на столько. В 2018 году они были увеличены на 2,5%.  http://ulpravda.ru/rubrics/soc/v-ulianovske-uvelichat-sotsialnye-vyplaty-grazhdanam№%:№%:2019-02-01 17:21:00№%:№%:41682535
Зимние просторы Ульяновской области ❄№%:№%:2019-02-01 15:56:01№%:№%:41682535
С какими проблемами могут столкнуться ульяновцы при переходе на «цифру», как настроить новую приставку, как получить льготы. Все ответы в новом выпуске программы «Диалог с властью».  #видео@ul #Ульяновскаяобласть #ТВ№%:№%:2019-02-01 14:31:43№%:№%:41682535
Восьмая международная IT-конференция «Стачка-2019» пройдёт с 26 по 27 апреля в Ленинском мемориале. По прогнозам организаторов, в этом году она соберет более 5,5 тысячи IT-специалистов со всей России.    Более 150 экспертов из свыше 30 крупнейших компаний и проектов поделятся опытом работы в сфере информационных технологий, помогут повысить уровень профессиональных компетенций начинающим специалистам, расскажут все, что хотелось знать о развитии бизнеса и даже помогут найти работу.  http://ulpravda.ru/rubrics/soc/mezhdunarodnaia-itkonferentsiia-proidt-v-ulianovske   #технологии@ul #ИТ #Ульяновскаяобласть #стачка№%:№%:2019-02-01 13:11:01№%:№%:41682535
31 января министр промышленности и транспорта Дмитрий Вавилин провел встречу с региональными лидерами партии ЛДПР, депутатом Госдумы Сергеем Марининым и депутатом ЗСО Дмитрием Грачевым. Темой обсуждения стало обновление подвижного состава общественного транспорта муниципальных образований.  Как сообщил глава ведомства, в течение года парк общественного автотранспорта будет обновлен в Ульяновске и Димитровграде.  https://media73.ru/2019/dlya-dimitrovgrada-zakupili-novye-avtobusy-po-federalnoy-programme  #транспорт@ul #Ульяновскаяобласть #Димитровград№%:№%:2019-02-01 11:47:00№%:№%:41682535
Стадион «Труд»№%:№%:2019-02-01 10:38:52№%:№%:41682535
Щас Схожу: Куда сходить и где отдохнуть в Ульяновске 1-3 февраля   ✏Пиши в комментариях, что из ТОПа приглянулось? куда ЕЩЕ можно отправиться на выходных?№%:№%:2019-02-01 09:42:00№%:№%:41682535
Ульяновская область планирует несколько совместных проектов с австрийскими компаниями, например, в сфере альтернативной энергетики, машиностроении, станкостроении, в сфере инноваций, а также в сельском хозяйстве.    «Обсудили с господином Айгнером возможность проведения в регионе молодежного форума в рамках перекрёстного Года молодёжных обменов между нашими странами. Посол Австрии принял наше приглашение посетить Ульяновск, чтобы ознакомится с условиями, которые мы создаём для наших инвесторов, и продолжить обсуждение перспектив нашего сотрудничества», - написал @ser.  https://media73.ru/2019/ulyanovsk-mozhet-prinyat-molodezhnyy-rossiysko-avstriyskiy-forum  #Россия #Австрия #Ульяновскаяобласть№%:№%:2019-02-01 08:53:17№%:№%:41682535
Памятная книга «Письма с фронта (треугольники судьбы)» будет основана на фронтовых письмах ульяновцев, сообщают в управлении культуры и организации досуга населения администрации Ульяновска. Планируемый тираж издания – 1000 экземпляров, которые распространятся по библиотекам и школам Ульяновска и региона.  http://ulpravda.ru/rubrics/soc/v-ulianovske-izdadut-knigu-pamiati-posviaschnnuiu-75i-godovschine-pobedy-v-velikoi-otechestvennoi-voine№%:№%:2019-02-01 07:25:00№%:№%:41682535
Солнечный день в Ульяновской области   #фото [id13507942|Евгений Софронов]№%:№%:2019-02-01 06:25:00№%:№%:41682535
Ulpravda.ru продолжает проект «НЕформат». Вся правда, все секреты любителей драйва, скорости, экстрима и необычных занятий. Наш корреспондент общается с интересными людьми Ульяновска и испытывает на себе то, чем герои программы занимаются годами. На это раз наша съемочная группа раскрыла секреты конного спорта.  #видео@ul #Ульяновскаяобласть #Ульяновск№%:№%:2019-01-31 22:21:13№%:№%:41682535
11 февраля в Ульяновской области будет отключено аналоговое телевидение и жители региона без специализированных приставок могут лишиться телевизионного сигнала, а вместе с ними и своих любимых сериалов, фильмов и телепередач.    Зачастую, даже если приставка уже приобретена, у людей, особенно старшего поколения, возникают сложности с подключением оборудования. Для этого в регионе сформирована группа волонтеров, которых можно вызвать через органы социальной защиты населения.  https://media73.ru/2019/pereyti-na-tsifru-ulyanovtsam-pomozhet-1031-volontyer  #Ульяновскаяобласть #ТВ№%:№%:2019-01-31 17:58:00№%:№%:41682535
