В Екатеринбурге заболели корью уже 8 человек! Санитарные врачи просят срочно привиться — это единственный способ профилактики.   По официальным данным, в столице Урала нет прививки у 7 539 человек. Главный санврач выпустил постановление об обязательной вакцинации детей и молодёжи и взрослых из группы риска (сотрудники муниципальных учреждений, работники транспорта и т.д.). Также рекомендуется поставить прививку тем, кто выезжает за границу: корь буйствует сейчас в Европе и странах СНГ.№%:№%:2019-01-31 13:02:02№%:№%:32182751
В Свердловской области 67-летний мужчина умер от инфаркта. Его родственники считают, что скорая помощь ехала слишком долго. Об этом рассказала [club32182751|«Типичному Екатеринбургу»] дочь погибшего.   — 24 января в 17.30 вызвали скорую, у отца был инфаркт. До нашего посёлка под Берёзовским ехать 15-20 мин. Приехали они через 40 минут. За это время у него уже посинела шея, доказательство того что кровотечение началось. Мало того, фельдшер была выпившая, начала орать. Затем они не пустили в машину маму, сказали: тебе нет места. Мама сама вызвала такси и поехала следом. Его увезли в терапевтическое отделение. Туда её тоже не пустили. В 19.15 нам уже сообщили с реанимации, что отец скончался. Кардиолог, которая боролась за его жизнь, сказала, что у них не хватило времени, время было упущено. Если бы привезли раньше, он бы жил. Скорая должна моментально реагировать на вызов таких больных. Вот как на них надеяться? — спрашивает девушка.   Родственники обратятся к руководству скорой помощи, а затем и в прокуратуру. Они хотят, чтобы в ситуации разобрались и привлекли к ответственности фельдшера скорой.   Напомним, в Свердловской области действительно существует проблема с оказанием помощи сельскому населению. Также в декабре министр здравоохранения РФ отчитала регион за ужасающую смертность: vk.com/wall-32182751_4586640 .№%:№%:2019-02-01 17:02:03№%:№%:32182751
А таблички, предупреждающие об инспекторах ГИБДД, стали очень популярны на Урале.   Ещё одна появилась на границе Верхней Пышмы. Инспектор ГИБДД категорически не согласился с формулировкой и предупреждением и свергнул «народный знак».№%:№%:2019-02-01 16:05:03№%:№%:32182751
Посмотрите, какие красивые ретро-автомобили презентовали в Музее автомобильной техники в Верхней Пышме.   КИМ-10 — это уникальная машина. Модель выпустили в 30-40-е годы в СССР в ограниченном количестве. Сейчас сохранилось лишь четыре автомобиля КИМ-10-50 и один КИМ-10-51 (бежевый на видео).   Интересно, что КИМ-10-51 нашли случайно, в каком-то гараже механика, в жалком состоянии. Его реставрировали около 10 лет. И сегодня автомобиль снова на ходу.№%:№%:2019-02-01 15:04:08№%:№%:32182751
На Тюменском тракте, в 20 километрах от Екатеринбурга, столкнулись сразу три грузовика. Об этом рассказал подписчик [club32182751|«Типичного Екатеринбурга»].   Один грузовик стоял на обочине. Видимо, второй занесло и произошло столкновение. Задело и ещё одну фуру. На дорогу высыпался груз: на трассе разбросаны ящики и продукты.№%:№%:2019-02-01 14:05:25№%:№%:32182751
Депутат Дмитрий Ионин предложил снять с «Городка чекистов» статус памятника архитектуры. Дело в том, что жилой квартал невозможно отремонтировать.   Статус памятника подразумевает обязательную высокую стоимость экспертизы и ремонта. А за работы и материалы платят сами жители городка. Они не могут накопить необходимую сумму.   — Когда говоришь, что надо хотя бы на памятники архитектуры добавить средств, [...] они округляют глаза и говорят, что за капремонт платят жители. Я тогда говорю: снимите с «Городка чекистов» статус памятника на месяц, чтобы его отремонтировали. [...] Иначе дома развалятся вместе с памятником и жителями, — высказался Ионин.№%:№%:2019-02-01 13:33:00№%:№%:32182751
Генеральная прокуратура РФ снова взялась за расследование гибели туристов на перевале Дятлова в 1959 году. У всех остальных закончились полномочия расследовать дело, а общественность и СМИ требуют раскрыть дело. Слишком оно непонятно.   У следствия было 75 версий гибели группы. В приоритете три, связанные со стихийным явлениями, такими как лавина, ураган и т.д. Самое первое расследование было неофициально засекречено, а причиной гибели была названа «стихийная сила, преодолеть которую группа не смогла».   Напомним, 23 января 9 студентов УПИ отправились в поход. 12 февраля группа не вышла на связь. 26 февраля нашли палатку группы. Тела находили вплоть до мая в разных местах.№%:№%:2019-02-01 12:31:00№%:№%:32182751
Заводской Екатеринбург№%:№%:2019-02-01 12:03:04№%:№%:32182751
Первоуральские школьники решили бороться с похитителями крышек от люков. Молодёжная организация «МОПС» нарисовала на крышках слово «Совесть».  По мнению подростков, ярко-красная надпись должна отпугнуть воров.  — Ради минутной наживы злоумышленников кто-то из детей может поплатиться собственной жизнью, — говорят организаторы акции.№%:№%:2019-02-01 11:02:02№%:№%:32182751
Запись в школы Екатеринбурга началась сегодня в полночь. Сначала родители будущих первоклассников штурмовали сайт Госуслуг. Не очень успешно: сервис не справлялся с нагрузкой. В первые минуты работы подано сразу 2 тысячи заявлений. К шести утра поступило более 23 тысяч.   А с самого утра родители ринулись в МФЦ и школы. Возле некоторых учебных заведений родители занимали очередь за сутки. Дежурили возле школ на машинах, вели списки.   Родители, как прошла ваша ночь? Как успехи с записью?№%:№%:2019-02-01 10:22:00№%:№%:32182751
