ЖИТЕЛЬ БЛАГОВЕЩЕНСКА ОБНАРУЖИЛ В ХЛЕБЕ КУСОК ТРЯПКИ   В выпечке того же производителя амурчане находили мух и тараканов.   «Купил вчера хлеб в магазине на Конной. В хлебе оказалась тряпка», — сообщил подписчик инстаграм-паблика otzovik.blg.    Между тем, в комментариях под постом благовещенцы рассказали, что продукция данного производителя давно прославилась своим сомнительным качеством. В его хлебе люди находили мух и тараканов, впрочем, у производителя нашелся и один защитник (орфография и пунктуация авторов сохранена — прим. ред.).    «Я написал жалобу когда в буханке хлеба данного производителя нашел муху. И работу его пекарни приостановили .».    «Я в его хлебе тараканов находила».    «Этот производитель печет самое большое количества хлебобулочных изделий в Амурской области, неприятная конечно ситуация, но такое бывает в производствах большого масштаба, тем более попался кусок тканьевого материала говорящий о том что все протирается, не стоит так негативно относиться к данной ситуации».     «Этот производитель уже давно славится подобным «качеством» своей продукции — пора уже прикрывать эту лавочку!!!».    «Не удивительно, сам работал там водителем экспедитором знаю не по наслышке как там пекут хлеб».    В подобной ситуации амурчане могут обратиться в Роспотребнадзор. Фото продукта с инородным телом может послужить поводом для проверки производителя. Заявление в надзорный орган можно подать и в электронной форме. Проконсультироваться можно у специалистов Роспотребнадзора, позвонив на »горячую линию» по номеру 8 (416-2) 20-20-20.   https://asn24.ru/news/society/59375/№%:№%:2019-02-01 18:47:17№%:№%:168019671
В БЛАГОВЕЩЕНСКЕ ПРИ СТРАННЫХ ОБСТОЯТЕЛЬСТВАХ НАЙДЕН ТРУП МУЖЧИНЫ   Сегодня днем на благовещенском картодроме обнаружили труп мужчины, предположительно, с огнестрельным ранением в голову. Фотографии тела, сидящего на стуле, распространились по соцсетям. Рядом с трупом находится ружье неизвестной марки.    (c) АСН 24№%:№%:2019-02-01 18:44:47№%:№%:168019671
Ребята, где можно купить вот такого типа комнатные фонтанчики? Раньше их было много у китайцев, а сейчас даже на алиэкспрессе нет...№%:№%:2019-02-01 16:31:23№%:№%:168019671
В АМУРСКОЙ ОБЛАСТИ ПОСТРОЯТ ПЕРВУЮ В РОССИИ ГИБРИДНУЮ СОЛНЕЧНУЮ ЭЛЕКТРОСТАНЦИЮ   Она будет располагаться на территории Нижне-Бурейской ГЭС.   До конца 2019 года в Амурской области заработает первая в России солнечная электростанция мощностью 1 275 кВт. Ее построят на базе Нижне-Бурейской ГЭС.   Установка будет встроена в систему электростанции, чтобы обеспечить снижение затрат электроэнергии на собственные нужды ГЭС.   — Это первый инженерный объект такого класса не только в Амурской области, но и в России, — рассказал генеральный директор группы компаний, создающих амурскую СЭС, Игорь Шахрай. — Для новой солнечной электростанции мы будем использовать гетероструктурные модули нового поколения из 72 ячеек мощностью 370 Вт каждый.   Амурская область — благоприятный регион для создания солнечных станций. В среднем в регионе 240 солнечных дней в году.   (c) АСН 24№%:№%:2019-01-31 01:39:00№%:№%:168019671
📢Благовещенск, проснись! 📢  ❄Холода наступили, а ты без шубы! 🤔  💎 Только с 31 января по 3 февраля, ДК Профсоюзов (ул. Горького, 129)  - купи настоящую русскую шубу со скидкой до 50 %! Или в рассрочку без первоначального взноса и переплаты до 36 месяцев!  Ассортимент? Если кратко - есть всё! 🎉 ☝ От 38 до 72 размера, от норки и мутона - до песца и каракуля!  Всё просто. Больше никаких условий!  С 10 до 19 часов.  ☎Телефон бесплатной горячей линии: 8 800 222 24 15.  💬Наша группа https://vk.com/meha_vyatka  👍Наш Сайт https://meha-vyatka.ru/№%:№%:2019-01-30 13:00:12№%:№%:168019671
НА ТАЙВАНЕ ДВОЕ БЛАГОВЕЩЕНЦЕВ ПЫТАЛИСЬ ОБОКРАСТЬ НОВЫЙ СУПЕРМАРКЕТ, НО ИХ ЗАДЕРЖАЛА ОХРАНА   В одном из магазинов Благовещенска мужчины пытались похитить продукты, но кража обернулась крахом   К тому моменту, когда один из посетителей начал снимать происходящее на видео, сотрудникам охраны супермаркета уже удалось схватить и задержать подозреваемых. Личности обоих граждан были установлены. В настоящий момент в инциденте разбирается полиция.   (с) АСН 24№%:№%:2019-01-30 11:24:47№%:№%:168019671
ВОЕННЫМ ИНЖЕНЕРАМ УДАЛОСЬ ПРОБИТЬ ПРОТОКУ В ЗАТОРЕ НА РЕКЕ БУРЕЯ   Военные инженеры Восточного военного округа провели еще один масштабный подрыв очередного слоя скальных пород на реке Бурея.   Они использовали 56 тонн тротила, им удалось пробить затор еще на 2,5–3 метра ниже уровня верхних льдов.  Взрывчатые вещества к месту взрыва подвозят по проложенной от полевого лагеря грунтовой дороге на автомобилях КамАЗ и «Урал».  (с) АСН 24№%:№%:2019-01-30 11:18:30№%:№%:168019671
Разыгрывается смартфон Honor 7A    Условия розыгрыша:    1) Состоять в группе vk.com/blaga24  2) Подписаться на рассылку vk.com/app5748831_-168019671 3) Поставить лайк под этой записью!    #12февраля, с помощью приложения "Конкурсы ВК" мы узнаем имя победителя!   ( Участвуют только жители Амурской области! )  Для участия, на Вашей странице должно быть хотя бы 1 Ваше реальное фото.№%:№%:2019-01-29 11:10:39№%:№%:168019671
№%:№%:2019-01-29 04:00:00№%:№%:168019671
№%:№%:2019-01-29 01:40:23№%:№%:168019671
№%:№%:2019-01-28 19:13:56№%:№%:168019671
В БЕЛОГОРСКЕ ПРОВАЛИЛСЯ АСФАЛЬТ НА ТОМ ЖЕ МЕСТЕ, ГДЕ И ГОД НАЗАД   Прошлой весной водители уже предупреждали друг друга о яме   «По улице Производственной напротив МБУ из-за течи водопровода провалился асфальт, который положили не так уж давно»  Фото: dtp_belogorsk№%:№%:2019-01-28 14:51:08№%:№%:168019671
В СВОБОДНОМ ТЯЖЕЛАЯ ТЕХНИКА ПОВРЕДИЛА ТЕПЛОТРАССУ ВО ВРЕМЯ РАБОТ С КАНАЛИЗАЦИЕЙ   Тепло обещают вернуть во все дома к вечеру.№%:№%:2019-01-28 10:54:18№%:№%:168019671
Бодро удирающая косулька. Серышевский район. Кстати, зима для амурской косули складывается очень удачно - снега мало, да еще и охота запрещена. Косульки даже успели немножко расслабиться и ведут себя более спокойно, чем обычно.  Фото: ohotaamur№%:№%:2019-01-28 10:29:02№%:№%:168019671
ЖИТЕЛИ БЛАГОВЕЩЕНСКА: «ПАРЕНЬ И ДЕВУШКА СНИМАЮТ КВАРТИРЫ НА СУТКИ И СДАЮТ ДРУГИМ ЛЮДЯМ НА ДЛИТЕЛЬНЫЙ СРОК»   Подозреваемых задержала полиция  На одном из форумов Благовещенска появилось сообщение о том, что в городе молодая пара занимается мошенничеством с арендой квартир. Были опубликованы также фотографии предполагаемых мошенников.   «Они вместе проводят аферы! Снимают квартиры посуточно, затем сдают на длительный срок попавшимся людям. Мы попались в данную ситуацию! Сняли квартиру за 15 тысяч, приехали через день, а там уже настоящие хозяева, которые сдали посуточно квартиру этому молодому человеку, а девушка нам потом на месяц сдала! Заявление в полицию написано. Просто предупреждаю, проверяйте документы на квартиру!», — написала форумчанка Юлия.   На уловку недобросовестных граждан по неопытности попалась ее сестра с подругой.   Как сообщили в пресс-службе УМВД России по Амурской области, в дежурную часть МО МВД России «Благовещенский» поступило сообщение от жительницы областного центра. Девушка 1999 года рождения рассказала, что двое неизвестных граждан сдали ей в аренду не принадлежащую им квартиру. Предварительно установлено, что потерпевшая на одном из сайтов нашла объявление о сдаче квартиры на длительный срок. Арендодатели показали девушке квартиру и обговорили условия аренды. Приехав на следующий день в съемную квартиру, она обнаружила в ней настоящих собственников жилья и поняла, что ее обманули. Ущерб составил 15 000 рублей.   В ходе оперативно-разыскных мероприятий оперативники установили, что к данному деянию причастны двое жителей областного центра, 1994 и 1997 годов рождения. Подозреваемые сняли квартиру в аренду посуточно, в дальнейшем разместили объявление в интернете и пересдали ее потерпевшей на более длительный срок.   https://asn24.ru/news/crime/59140/№%:№%:2019-01-28 10:16:46№%:№%:168019671
В ТЫНДЕ НЕИЗВЕСТНЫЕ ПОДОЖГЛИ НОВЫЙ ЛИФТ В ЖИЛОМ ДОМЕ  Информация была опубликована в группе «Подслушано в Тынде»  Возмущенные горожане предлагают варианты наказания:  «Профсоюзная, 4, кто-то поджег лифт, благо мы с мужем заходили и благодаря соседям с первого этажа потушили огонь! Безобразие полное!», — написала жительница Тынды.    В комментариях тындинцы рассказали, что это далеко не первый случай порчи общедомового имущества  Правда, по поводу видеонаблюдения мнения разделились: один из жителей написал, что в доме на ул. Дружбы, 2 камеры устанавливали, но их уже вырвали вандалы.   (с) АСН 24№%:№%:2019-01-28 10:15:05№%:№%:168019671
№%:№%:2019-01-28 00:47:43№%:№%:168019671
Авария на остановке Свободная (Калинина,110) Машина сбила человека(человек лежит в авто реанимации)№%:№%:2019-01-28 00:47:41№%:№%:168019671
В БЛАГОВЕЩЕНСКЕ НА КАЛИНИНА — ГОРЬКОГО СБИЛИ МУЖЧИНУ-ПЕШЕХОДА   Сегодня вечером в Благовещенске на перекрестке Калинина — Горького сбили человека. ДТП случилось около 18:45, сообщают в пабликах в Instagram.    Как сообщают очевидцы, сбитый пешеход — мужчина. Он остался жив.   (c) АСН 24№%:№%:2019-01-27 17:00:02№%:№%:168019671
Фото: Степанов Слава№%:№%:2019-01-27 13:43:38№%:№%:168019671
Бэйдер нокаутировал Емельяненко на первой минуте чемпионского боя№%:№%:2019-01-27 10:21:14№%:№%:168019671
Какой мессенджер вы используете? (можно выбрать несколько)№%:№%:2019-01-26 22:08:39№%:№%:168019671
«ПРАНКЕРЫ ИЛИ МОРЖИ?»: ДВОЕ ПАРНЕЙ СКАТИЛИСЬ С БЛАГОВЕЩЕНСКОЙ ГОРКИ В ТРУСАХ   Снять шапки «горячие» юноши не рискнули  Жители Благовещенска, решившие воспользоваться теплой погодой и провести выходной день на главной площади города, стали свидетелями непривычной картины. Парочка молодых людей разделась до нижнего белья и скатилась с одной из больших горок у набережной Амура. Из теплой одежды на ребятах остались только ботинки и шапки.    «Пранкеры или моржи?», — прокомментировал поступок юношей паблик mreporter_blg.№%:№%:2019-01-26 20:28:55№%:№%:168019671
Там, где Зея впадает в Амур№%:№%:2019-01-26 20:19:16№%:№%:168019671
В СВОБОДНЕНСКОМ МАГАЗИНЕ ЗАМЕТИЛИ ГОВЯЖЬЮ ПЕЧЕНЬ, СРОК ХРАНЕНИЯ КОТОРОЙ — 80 ЛЕТ   Сотрудники магазина не нашли в этом ничего необычного.   О необычной покупке жительница Свободного рассказала в социальных сетях, в магазине ей попалась замороженная печень, которая может храниться до 30 декабря 2099 года.   На этикетке от производителя указано, что печень была упакована 9 января, в магазине дату изменили на 21 января.  «Продают просроченный перебитый товар, и ещё со сроком годности до 99 года. Как говорят работники магазина, указанная дата нормальная и что эта печень до 99 года», — отмечает паблик notsvb со слов подписчицы (орфография и пунктуация автора сохранены — прим. ред.).   (с) АСН 24№%:№%:2019-01-26 15:20:18№%:№%:168019671
