Житель Ингушетии получил два года условно за комментарии в социальной сети «Вконтакте»№%:№%:2019-02-02 09:02:26№%:№%:42413977
В Ингушетии пройдет торжественное мероприятие, посвященное 100-летию Долаковского боя№%:№%:2019-02-01 23:04:09№%:№%:42413977
Профилактика преступлений№%:№%:2019-02-01 20:06:16№%:№%:42413977
Инвестиционную привлекательность Республики Ингушетия представили в посольстве Швейцарии№%:№%:2019-02-01 10:03:26№%:№%:42413977
Сотрудники МЧС Ингушетии проверяют противопожарное состояние домов в регионе№%:№%:2019-02-01 08:02:18№%:№%:42413977
Профилактика гриппа и ОРВИ№%:№%:2019-01-31 18:03:22№%:№%:42413977
Начальника штаба МВД задержали в Ингушетии по подозрению в мошенничестве№%:№%:2019-01-31 15:05:22№%:№%:42413977
Силовики не обнаружили опасных предметов при проверке информации о «минировании» школ и больниц  в Ингушетии№%:№%:2019-01-30 23:02:16№%:№%:42413977
Минэкономразвития РИ отчиталось о результатах опроса населения по оценке эффективности муниципальных руководителей№%:№%:2019-01-30 19:04:50№%:№%:42413977
Перед судом предстанет начальник ремонтно-эксплуатационного участка, обвиняемый в гибели пенсионерки и причинении тяжкого вреда здоровью несовершеннолетней№%:№%:2019-01-30 16:03:05№%:№%:42413977
Житель республики подозревается в совершении мошенничества№%:№%:2019-01-30 12:03:55№%:№%:42413977
В отношении жителя г. Сунжа, умышленно причинившего легкий вред здоровью своей супруги, проводится доследственная проверка№%:№%:2019-01-29 21:01:46№%:№%:42413977
Ингушетия впервые примет Съезд молодежных правительств России№%:№%:2019-01-29 19:01:58№%:№%:42413977
Ю. Евкуров вручил денежные сертификаты врачам-участникам программы «Земский доктор»№%:№%:2019-01-29 11:02:56№%:№%:42413977
Ю. Евкуров провел встречу с председателями Верховного и Арбитражного судов РИ№%:№%:2019-01-29 01:02:01№%:№%:42413977
Команда детского футбольного клуба «Гамурзиево» получила новую спортивную форму№%:№%:2019-01-28 17:04:55№%:№%:42413977
В Ингушетии стартует ежегодный проект «Битва клубов»№%:№%:2019-01-28 13:08:22№%:№%:42413977
Куда идти и что делать, если потерялся ребенок?№%:№%:2019-01-28 02:01:34№%:№%:42413977
М. Харсиев принял участие в внеплановом заседании АТК№%:№%:2019-01-28 01:01:30№%:№%:42413977
Братья Абдула и Якуб Томовы стали призерами Чемпионата Франции по вольной борьбе№%:№%:2019-01-27 17:02:39№%:№%:42413977
Евкуров поручил проверить круг общения напавших на сотрудников ДПС в Нальчике№%:№%:2019-01-26 19:04:18№%:№%:42413977
Ю. Евкуров потребовал установить сообщников молодых людей,  напавших на экипаж ДПС в Нальчике№%:№%:2019-01-26 16:02:10№%:№%:42413977
Глава Минстроя РИ доложил Евкурову о ходе работы над проектом строительства стадиона в Магасе№%:№%:2019-01-26 09:04:39№%:№%:42413977
Ю. Евкуров принял участие в семинаре для глав регионов по нацпроекту «Здравоохранение»№%:№%:2019-01-25 21:02:40№%:№%:42413977
Напавшие на сотрудников ДПС в Нальчике — жители Малгобекского района Ингушетии.№%:№%:2019-01-25 17:07:00№%:№%:42413977
В результате наезда пострадал 16-летний подросток. Сотрудники полиции выясняют причины дорожно-транспортного происшествия№%:№%:2019-01-25 15:04:03№%:№%:42413977
В следственном управлении подвели итоги работы за 2018 год№%:№%:2019-01-24 18:04:10№%:№%:42413977
У мальчика большое шахматное будущее№%:№%:2019-01-24 17:02:38№%:№%:42413977
Футбольная команда  «Хамхи» обыграла команду АФ «Рамазан»  на выезде в Грозном№%:№%:2019-01-24 14:01:42№%:№%:42413977
СОСТОЯЛОСЬ ОТКРЫТИЕ ГОДА ТЕАТРА В НБРИ!№%:№%:2019-01-23 15:11:32№%:№%:42413977
46 новых школьных автобусов и карет скорой помощи получила Ингушетия№%:№%:2019-01-22 17:03:26№%:№%:42413977
Евкуров и Матовников открыли в Ингушетии первый центр сердечно-сосудистой хирургии№%:№%:2019-01-22 15:07:28№%:№%:42413977
Зялимхан Евлоев проверил ход строительства школы и детского сада в сельском поселении Кантышево№%:№%:2019-01-22 13:05:14№%:№%:42413977
Депутаты Народного Собрания РИ разбираются в обстоятельствах госпитализации военнослужащего из Ингушетии№%:№%:2019-01-21 19:01:38№%:№%:42413977
Евкуров считает закономерным решение об исключении муфтия Ингушетии из состава КЦМСК№%:№%:2019-01-21 16:19:44№%:№%:42413977
Сотрудники МЧС Ингушетии ищут сборщика черемши, пропавшего в лесу№%:№%:2019-01-21 15:04:03№%:№%:42413977
Определились победители Первенства Ингушетии по дзюдо среди юниоров до 23 лет№%:№%:2019-01-21 11:08:42№%:№%:42413977
Эксперты-криминалисты МВД по Республике Ингушетия предостерегают: не нарушайте обстановку на месте преступления!№%:№%:2019-01-20 15:01:35№%:№%:42413977
Ислам Опиев в финале Чемпионата России по греко-римской борьбе№%:№%:2019-01-20 11:02:23№%:№%:42413977
Марет Газдиева назначена заместителем Председателя Правительства Ингушетии№%:№%:2019-01-19 19:02:14№%:№%:42413977
Гендиректор ингушской компании попал под следствие за уклонение от уплаты НДС на 43,5 млн рублей№%:№%:2019-01-19 00:01:38№%:№%:42413977
Полиция призывает жителей Ингушетии сдать незарегистрированное оружие№%:№%:2019-01-18 16:01:53№%:№%:42413977
Ю. Евкуров призвал лидеров партий в регионе начать подготовку к муниципальным выборам№%:№%:2019-01-18 12:06:27№%:№%:42413977
Деятели культуры Ингушетии выразили соболезнования по поводу кончины известного танцора Магомеда Дидигова№%:№%:2019-01-18 11:02:46№%:№%:42413977
Ю. Евкуров обсудил с советником З. Маршан ход реализации нацпроекта «Цифровая экономика»№%:№%:2019-01-17 19:03:25№%:№%:42413977
В Ингушетии 21 января начнется месячник проверки газового оборудования в домах№%:№%:2019-01-17 12:03:51№%:№%:42413977
Между Россией и Саудовской Аравией подписан договор «Хадж-2019»№%:№%:2019-01-16 20:02:20№%:№%:42413977
Ю. Евкуров обозначил депутатам и сенаторам от РИ задачи по нацпроектам и работе со студентами в 2019 г.№%:№%:2019-01-16 12:06:54№%:№%:42413977
В Москве начал работу X Гайдаровский форум№%:№%:2019-01-15 19:02:06№%:№%:42413977
Одного из полицейских, раненных при обстреле автомобиля в Ингушетии, перевезли в Ханкалу№%:№%:2019-01-15 13:03:09№%:№%:42413977
Глава Ингушетии поздравил ингушских журналистов с их профессиональным праздником№%:№%:2019-01-15 07:01:15№%:№%:42413977
Власти Ингушетии разбираются в обстоятельствах задержания студентов из республики в Каире№%:№%:2019-01-14 18:05:04№%:№%:42413977
Ингушетия планирует подписать 7 соглашений на Российском инвестиционном форуме в Сочи№%:№%:2019-01-14 14:08:46№%:№%:42413977
При обстреле иномарки  в Ингушетии пострадали двое правоохранителей и один гражданский№%:№%:2019-01-13 11:02:25№%:№%:42413977
Возбуждено уголовное дело по факту посягательства на жизнь сотрудников правоохранительных органов№%:№%:2019-01-13 01:01:10№%:№%:42413977
Состояние раненых при обстреле в Сунже правоохранителей медики оценивают как тяжелое№%:№%:2019-01-12 22:00:45№%:№%:42413977
Уважаемые сотрудники прокуратуры Республики Ингушетия!№%:№%:2019-01-12 15:02:39№%:№%:42413977
Неизвестные  пытались вскрыть банкомат в  Сунже№%:№%:2019-01-12 06:01:51№%:№%:42413977
Руководитель УФНС по РИ отчитался о налоговых поступлениях за 2018 год№%:№%:2019-01-11 17:04:03№%:№%:42413977
Союз тхэквондо СКФО признал Магомеда Гагиева  лучшим спортсменом  2018 года№%:№%:2019-01-11 15:07:32№%:№%:42413977
Единый центр патриотического воспитания№%:№%:2019-01-11 12:05:07№%:№%:42413977
В Ингушетии началась подготовка к паломничеству в Мекку№%:№%:2019-01-10 17:03:53№%:№%:42413977
Задержан подозреваемый в совершении убийства женщины№%:№%:2019-01-10 16:04:33№%:№%:42413977
Ингушский борец классического стиля Муса Евлоев — номер один мирового рейтинга№%:№%:2019-01-10 15:06:07№%:№%:42413977
Магомед Мусаев стал победителем Чемпионата Кыргызстана по вольной борьбе№%:№%:2019-01-10 11:07:42№%:№%:42413977
Глава и премьер-министр Ингушетии провели инспекционный выезд в Малгобеке и Малгобекском районе№%:№%:2019-01-09 11:04:58№%:№%:42413977
В течение истекших суток сотрудниками полиции зарегистрировано два ДТП, в которых погибли двое местных жителей№%:№%:2019-01-08 19:03:35№%:№%:42413977
В г. Сунжа патрульными задержан мужчина находящийся в федеральном розыске№%:№%:2019-01-07 20:01:28№%:№%:42413977
Полиция ищет преступника, прилюдно застрелившего женщину на рынке в Ингушетии№%:№%:2019-01-07 11:04:08№%:№%:42413977
Ю. Евкуров провёл инспекционный выезд в Малгобек и Малгобекский район№%:№%:2019-01-06 22:01:08№%:№%:42413977
Полиция в Ингушетии проверяет видео с новорожденным ребенком с заклеенным ртом в перинатальном центре№%:№%:2019-01-06 11:03:01№%:№%:42413977
Сотрудники полиции склонили к явке с повинной мужчину повредившего 4 чужих автомобиля№%:№%:2019-01-05 21:01:42№%:№%:42413977
Житель Ингушетии подозревается в убийстве брата№%:№%:2019-01-05 17:03:35№%:№%:42413977
Ю. Евкуров проверил качество строительства образовательных учреждений в Магасе№%:№%:2019-01-04 20:02:25№%:№%:42413977
В Назрани более 4 тыс. человек приняло участие в религиозном мероприятии в честь Кунта-хаджи Кишиева№%:№%:2019-01-04 10:03:40№%:№%:42413977
Посвятивший жизнь восхвалению Всевышнего№%:№%:2019-01-03 20:02:21№%:№%:42413977
Тысячи жителей Ингушетии пришли на мемориал ГIоазот кашмаш почтить память Великого устаза Кунта-Хаджи Кишиева№%:№%:2019-01-03 18:04:38№%:№%:42413977
У юных жителей Ингушетии появилась возможность заниматься каратэ кёкусинкай№%:№%:2019-01-03 11:03:30№%:№%:42413977
В Ингушетии проходит новогодний турнир по футболу среди младших юношей№%:№%:2019-01-03 10:01:06№%:№%:42413977
Четыре ингушских спортсмена отправятся на чемпионат России по греко-римской борьбе№%:№%:2019-01-02 17:03:28№%:№%:42413977
В убийстве Ибрагима Белхароева участвовало несколько человек№%:№%:2019-01-01 19:01:16№%:№%:42413977
Ингушские врачи успешно прооперировали раненого при обстреле автомобиля в Назрани№%:№%:2019-01-01 17:01:44№%:№%:42413977
Дело об убийстве Ибрагима Белхароева передано в главк СК по СКФО№%:№%:2019-01-01 16:03:03№%:№%:42413977
Внимание розыск!                      №%:№%:2018-12-31 17:04:03№%:№%:42413977
Следственными органами возбуждено уголовное дело по факту убийства и покушения на убийство№%:№%:2018-12-31 14:01:34№%:№%:42413977
В Ингушетии убит известный религиозный деятель№%:№%:2018-12-31 13:03:12№%:№%:42413977
Глава Сунжи ушел в отставку по собственному желанию№%:№%:2018-12-31 01:01:40№%:№%:42413977
В сельском поселении Ингушетии открыли физкультурно-оздоровительный комплекс№%:№%:2018-12-30 13:02:47№%:№%:42413977
В сельском поселении Сагопши открыли физкультурно-оздоровительный комплекс№%:№%:2018-12-30 01:01:22№%:№%:42413977
Сотрудниками полиции разыскивается без вести пропавший 23-летний житель с.п. Троицкое№%:№%:2018-12-29 21:05:51№%:№%:42413977
Детям-инвалидам в Ингушетии подарили 30 инвалидных колясок№%:№%:2018-12-29 18:08:14№%:№%:42413977
Итоги года№%:№%:2018-12-29 12:08:22№%:№%:42413977
Сотрудниками полиции разыскивается без вести пропавшая жительница г. Сунжа№%:№%:2018-12-28 20:01:35№%:№%:42413977
Сотрудники мэрии Магаса вручили новогодние подарки детям из малоимущих семей№%:№%:2018-12-28 12:06:32№%:№%:42413977
Хамзат Долтмурзиев поздравил сотрудников МЧС и ветеранов службы с профессиональным праздником№%:№%:2018-12-27 22:02:05№%:№%:42413977
Евкуров принимает участие в заседании Госсовета по развитию волонтерства и НКО№%:№%:2018-12-27 16:05:13№%:№%:42413977
В администрации Главы Ингушетии устроили праздник для детей из малообеспеченных семей№%:№%:2018-12-27 12:03:09№%:№%:42413977
В Администрации Главы Ингушетии прошел праздник для детей№%:№%:2018-12-26 20:01:43№%:№%:42413977
На контроле каждый этап№%:№%:2018-12-26 16:04:01№%:№%:42413977
Ю. Евкуров: «Я не хочу делить депутатов на своих и чужих»№%:№%:2018-12-25 20:01:07№%:№%:42413977
Лидеры полуфинала№%:№%:2018-12-25 16:02:53№%:№%:42413977
