В гостях у ведущих «Вечернего разговора о спорте» побывали четырёхкратный чемпион России по горному бегу и серебряный призёр марафона в Барселоне Юрий Тарасов, а также пресс-секретарь Новосибирского центра высшего спортивного мастерства Анастасия Петрова. В эфире радио «Городская волна» слушатели узнали, почему разреженный горный воздух творит спортивные чудеса и чем опасны шипованные кроссовки для новичка: https://goo.gl/Gf8WrP№%:№%:2019-01-25 10:15:15№%:№%:30453222
Зимой получить травму можно где угодно — «шёл, поскользнулся, очнулся — гипс». Поэтому важно уметь оказывать первую помощь, если есть подозрение на перелом. Что нужно сделать до приезда врачей и как действовать при открытых переломах, читайте в нашей инструкции: https://goo.gl/yL8Xic№%:№%:2019-01-25 09:45:03№%:№%:30453222
Четверо новосибирских блокадников поедут в Санкт-Петербург на 75-ю годовщину полного освобождения города на Неве от блокады. 27 января 1944 года по Ленинградскому радио передали: «Враг отступил». Многих жителей города во время войны эвакуировали в Новосибирск, чтобы спасти от голода и артиллерийских обстрелов. С теми, кто пережил страшные дни в осаждённом городе, встретились «Новосибирские новости»: https://goo.gl/9zDrU8№%:№%:2019-01-25 09:15:06№%:№%:30453222
В начале февраля в железнодорожной клинической больнице заработает региональный сосудистый центр. Там будут оказывать неотложную помощь всем пациентам с полисом обязательного медицинского страхования.№%:№%:2019-01-25 08:40:08№%:№%:30453222
Железнодорожному вокзалу «Новосибирск-Главный» — 80 лет! Несколько фактов о здании крупнейшего узла Транссибирской магистрали — в коротком видео.№%:№%:2019-01-25 05:15:13№%:№%:30453222
Лёгкой пятницы! 💫№%:№%:2019-01-25 02:15:08№%:№%:30453222
🎭 Выставка «Особь» в театре «Старый дом» — женские образы в культуре, созданные мужчинами и интерпретированные художниками: от Офелии до Гедды Габлер, от Брехта до Достоевского.№%:№%:2019-01-24 18:15:44№%:№%:30453222
Три премьеры от режиссёров из Санкт-Петербурга увидят новосибирские зрители. Театр кукол представляет проект «Детки и предки». О чём эти спектакли и как их режиссёры ломают стереотипы, смотрите в сюжете «Новосибирских новостей»: https://goo.gl/2u6AUe№%:№%:2019-01-24 15:45:04№%:№%:30453222
Новосибирские студентки НГУ пробились в итоговый тур фестиваля «КиВиН». Их девчачья команда «Я обиделась» благополучно прошла два отборочных этапа и теперь имеет все шансы попасть в Высшую лигу КВН.№%:№%:2019-01-24 15:05:30№%:№%:30453222
В гостях на радио «Городская волна» (101,4 FM) побывал серебряный волонтёр организации «Городской доброхот», заслуженный работник физкультуры России, председатель Совета ветеранов спорта Заельцовского района Новосибирска Василий Дмитриевич Бурахин. Он рассказал, каким должен быть волонтёр, почему он большую часть времени посвящает другим, откуда в таком возрасте берутся силы и что самое главное в воспитании детей: https://goo.gl/VmRVTw№%:№%:2019-01-24 14:15:11№%:№%:30453222
Женские образы мировой драматургии представили новосибирские художники. Выставку «Особь» открыли 23 января в театре «Старый дом». Какую роль играет женщина в искусстве и зачем объединять живопись и театр, узнали «Новосибирские новости»: https://goo.gl/B4FfXA№%:№%:2019-01-24 13:28:57№%:№%:30453222
Цифра дня. Подробнее: https://goo.gl/Ms5PGX№%:№%:2019-01-24 12:58:00№%:№%:30453222
Фонд медицинского страхования в 2019 году выделит около 4 млрд рублей на лечение рака в Новосибирской области. Это в два раза больше, чем в 2018-м. Будут оплачивать и комбинированное лечение — лучевую и химиотерапию для одного и того же человека.№%:№%:2019-01-24 10:45:01№%:№%:30453222
Ток-шоу «Вечерний разговор с Артёмом Роговским» продолжает серию встреч с главами районных администраций Новосибирска.№%:№%:2019-01-24 10:15:18№%:№%:30453222
Чтобы узнать, где и как воевал солдат Великой Отечественной войны из вашей семьи, сейчас не нужно делать многочисленные запросы в архивах или ехать на места боёв. Узнали, как искать родственников на специальном ресурсе с военными архивами «Память народа»: https://goo.gl/9hdJ1R№%:№%:2019-01-24 09:45:05№%:№%:30453222
♻️ Около 119 миллионов рублей в Новосибирской области направят на реконструкцию старых и создание новых мусоросортировочных полигонов. Вопрос о переработке и утилизации отходов обсудили депутаты Законодательного собрания. Подробности — в сюжете «Новосибирских новостей»: https://goo.gl/hzdj6V№%:№%:2019-01-24 09:17:33№%:№%:30453222
Юрий Кочуров вернулся из велопробега длиной в 4000 километров. Он спел «Синий платочек» возле Бранденбургских ворот. Уехал 11 июня, вернулся 5 января. Сибиряк рассказал корреспонденту «Новосибирских новостей», как его встречали на чужбине и что нужно для дальнего путешествия.№%:№%:2019-01-24 07:13:31№%:№%:30453222
Зимний день в Первомайском сквере ❄️№%:№%:2019-01-24 05:15:08№%:№%:30453222
Доброе утро, город! ⛅№%:№%:2019-01-24 02:15:05№%:№%:30453222
Один из символов города — часовня во имя Святого Николая Чудотворца на Красном проспекте.№%:№%:2019-01-23 18:15:05№%:№%:30453222
🏰 Замки, скульптуры и горки изо льда на набережной Оби будут радовать новосибирцев ещё полтора месяца, если не начнут таять раньше.№%:№%:2019-01-23 15:45:08№%:№%:30453222
В конторе одного из основателей города — Григория Моисеевича Будагова — начали проводить экскурсии. Интерьер восстановили по снимкам кабинета инженера в Томске. Весной весь ближайший квартал станет музейным залом под открытым небом.№%:№%:2019-01-23 15:06:51№%:№%:30453222
🅿️ Где можно оставить машину в центре за небольшие деньги и чем отличаются городские платные парковки разных типов. Подробнее: https://goo.gl/qWeVuz№%:№%:2019-01-23 14:15:16№%:№%:30453222
Трамваи с современным дизайном и троллейбусы с автономным ходом могут пополнить автопарк Новосибирска. Такую возможность обсудили мэр Новосибирска Анатолий Локоть с главой города-побратима Минска, председателем горисполкома Анатолием Сиваком в ходе рабочего визита Анатолия Локтя в Беларусь.№%:№%:2019-01-23 13:15:11№%:№%:30453222
Цифра дня. Подробнее: https://goo.gl/Ua8KpT№%:№%:2019-01-23 11:05:34№%:№%:30453222
Одно дело лазить по горам, совсем другое — бегать. Да ещё и по 80 километров, да ещё и быстрее всех! Как подготовиться к такому испытанию, и где бегуны соревнуются зимой, в программе «Вечерний разговор о спорте» расскажет четырёхкратный чемпион России по горному бегу Юрий Тарасов.№%:№%:2019-01-23 10:15:05№%:№%:30453222
Сотрудники Института цитологии и генетики и центра вирусологии «Вектор» испытывают на мышах новый метод лечения онкологии мозга. У всех животных опухоль стала меньше, а некоторые даже полностью выздоровели. Подробнее об эксперименте — в сюжете «Новосибирских новостей»:№%:№%:2019-01-23 09:45:01№%:№%:30453222
Как в будущую сибирскую столицу привезли первое пианино? Кто стоял у истоков школьного образования Ново-Николаевска? Что связывает Первомайку с Надеждой Константиновной Крупской? Ответы — в расшифровке программы Евгения Ларина «Вечерний разговор об истории Новосибирска» с директором Музея истории развития образования Новосибирска и Новосибирской области Валентиной Орловой: https://goo.gl/fqPQxu№%:№%:2019-01-23 09:15:25№%:№%:30453222
Сервис Avito узнал, где в России больше всего любят шубы (не у нас): https://goo.gl/X2CoiX№%:№%:2019-01-23 08:18:21№%:№%:30453222
Площадь Свердлова (сейчас — сквер перед Стоквартирным домом)№%:№%:2019-01-23 05:15:03№%:№%:30453222
Отличного дня 🖐№%:№%:2019-01-23 02:15:03№%:№%:30453222
Мосты Новосибирска на фоне заката 🌅№%:№%:2019-01-22 18:15:04№%:№%:30453222
Зверушки из стружки: выставку необычных скульптур открыли в Новосибирске. Красноярский мастер Сергей Бобков делает точные копии животных по авторской технологии.№%:№%:2019-01-22 16:15:17№%:№%:30453222
«Приобский укрепъ» — новая выставка Музея Железнодорожного района, посвящённая Умревинскому острогу и селу Кривощеково — двум отправным точкам истории Новосибирска и Новосибирской области. Создавать её музею активно помогали «Историческое общество Сибирского федерального округа» и Институт археологии и этнографии СО РАН.№%:№%:2019-01-22 15:30:33№%:№%:30453222
🏒 Вторая жизнь началась у старого типового здания на улице Богдана Хмельницкого, 27, в котором когда-то располагался кинотеатр «Космос». Совсем скоро в его стенах поселится Центр хоккейного мастерства, где взрослые и дети будут заниматься любимым видом спорта. История проекта — в материале «Новосибирских новостей»: https://goo.gl/JfRa47№%:№%:2019-01-22 14:56:59№%:№%:30453222
«Инстаграм» захватил новый челлендж: пользователи выкладывают фотографии десятилетней давности с хештегом #10yearschallenge. «Новосибирские новости» не остались в стороне, нашли в архивах фотографии известных новосибирцев конца 2000-х и сравнили с нынешними. Подробности — в фотогалерее:№%:№%:2019-01-22 13:20:21№%:№%:30453222
Первые платные парковки успешно работают на Вокзальной площади и у Центрального рынка, ещё две должны открыть в течение месяца. Затем стартует программа развития платного парковочного пространства на улично-дорожной сети. Какие идеи и задачи Городской центр организации дорожного движения планирует реализовать в 2019 году, «Новосибирским новостям» рассказал его руководитель Андрей Романцов: https://goo.gl/VCKpnB№%:№%:2019-01-22 10:45:03№%:№%:30453222
Денис Прядунов: «Предпринимательство — это судьба».№%:№%:2019-01-22 10:15:08№%:№%:30453222
