№%:№%:2019-02-01 16:00:04№%:№%:107816149
Не знаете, как ответить на вопросы детей о работе внутренних органов человека? А может, ваш ребёнок мечтает стать врачом, и вы уже сбились со счета от его "почему"? Тогда советуем посетить выставку [club176463938|"ВНУТРИ ЧЕЛОВЕКА"] в ГАУК РБ «Национальный музей Республики Бурятия» на Куйбышева, 29, тел. 8 (301) 221-43-93. №%:№%:2019-02-01 15:00:04№%:№%:107816149
Что интересного и необычного посетить в городе в этом месяце? №%:№%:2019-02-01 14:00:01№%:№%:107816149
В Новосибирске школьник после соревнований по ММА оказался в больнице. №%:№%:2019-02-01 08:05:02№%:№%:107816149
В добрые руки №%:№%:2019-02-01 06:16:14№%:№%:107816149
В среду в зал Совета Федерации вошли люди в масках. Перед этим с трибуны выступил генпрокурор России Юрий Чайка, сообщивший сенаторам о снятии с Рауфа Арашукова сенаторской неприкосновенности и предъявлении ему обвинения по нескольким статьям УК. После этого Арашуков был задержан. №%:№%:2019-01-31 05:52:11№%:№%:107816149
№%:№%:2019-01-30 20:40:58№%:№%:107816149
Пропал человек.с 22.01.2019 местонахождение неизвестно.Красиков Иван,29 лет.Всем кто знает его место нахождения,или связь с ним. Прошу сообщить по тел: 89145761710 или в л.с.Помогите распространить№%:№%:2019-01-30 17:21:27№%:№%:107816149
Куда сходить в будни в Улан-Удэ? На выставку Ван Гога!!! №%:№%:2019-01-30 14:00:01№%:№%:107816149
Жители Бурятии об очередном ДТП в Вахмистрово: "Пора тросы убирать"№%:№%:2019-01-29 06:24:42№%:№%:107816149
Отдам в добрые руки!!! Девочка. 2-3 месяца подкинули в подъезд. Соседи ругаются то что она там живёт. Жалко её, заберите кто нибудь.№%:№%:2019-01-29 06:06:59№%:№%:107816149
На выставки с детьми можно, и даже НУЖНО ходить! №%:№%:2019-01-28 15:30:00№%:№%:107816149
МЕНЬШЕ МЕСЯЦА осталось до закрытия мультимедийной выставки [club174608832|ВЫСТАВКА «ВАН ГОГ: ОЖИВАЮЩИЕ ПОЛОТНА»] в ГАУК РБ "Национальный музей Республики Бурятия" по адресу Улан-Удэ, ул. Куйбышева, 29! Категория 0+!!! Тел. 21-43-93 №%:№%:2019-01-28 14:00:03№%:№%:107816149
Вице-премьер поддержал снижение не штрафуемого порога превышения скорости с 20 до 10 км/ч .№%:№%:2019-01-28 06:17:13№%:№%:107816149
Подкинули щенят к магазину.Белый мальчик остальные девочки. Пожалуйста помогите спасти их!!! Видимо только от мамки оторвали. Чистенькие, такие славные. Звоните скорее Оюна +79148449944№%:№%:2019-01-28 03:29:00№%:№%:107816149
Удивительный лёд Байкала ❤№%:№%:2019-01-27 11:37:03№%:№%:107816149
Три спортсменки из Бурятии стали призерами международного турнира по боксу! 💪🏻№%:№%:2019-01-27 11:19:35№%:№%:107816149
Сменил имя и вновь вернулся на Олимп. Перезагрузить свою спортивную карьеру удалось боксеру из Бурятии Тамиру Галанову после того, как он по совету хамбо-ламы из Иволгинского дацана отказался от имени Бэлик. В интервью "Комсомолке" спортсмен рассказал, как после смены имени вернул титул чемпиона России, завоевал бронзу чемпионата мира и стал одним из главных претендентов на поездку на Олимпиаду 2020.№%:№%:2019-01-27 10:05:37№%:№%:107816149
