От жителей Иркутской области в адрес судебных приставов региона поступило 1013 обращений на незаконные действия коллекторов в 2018 году. Было составлено более 30 протоколов в отношении организаций, занимающихся взысканием просроченных кредитов и микрозаймов. Коллекторов, взымающих задолженности некорректным способом, оштрафовали на суммы от 50 до 200 тысяч рублей.№%:№%:2019-01-31 12:15:00№%:№%:27585111
Внушительная конструкция рухнула в половине первого ночи на Волоколамском шоссе столицы. Только поэтому никто не пострадал.№%:№%:2019-02-01 13:39:45№%:№%:27585111
Минздрав области начал служебную проверку. 24 января в медорганизации Иркутска поступила противотуберкулезная вакцина БЦЖ-М, годная до 1 февраля.№%:№%:2019-02-01 13:00:35№%:№%:27585111
Жительницу Слюдянского района осудили и оштрафовали на 10 тысяч рублей за оставление двоих детей в опасности.№%:№%:2019-02-01 12:44:44№%:№%:27585111
Отпрыски бизнесмена из Нижнекамска Рамиса Зиганшина «соткали» ковер. Материалом для него послужили пятитысячные купюры, взятые из папиного сейфа.№%:№%:2019-02-01 12:01:59№%:№%:27585111
Многоликая ведьма Надежда Шевченко — финалистка семнадцатой «Битвы экстрасенсов» и участница нового сезона «Экстрасенсы. Битва сильнейших», новый сезон которого стартует на ТНТ уже 3 февраля и теперь «переезжает» на новое время: воскресенье в 21:30. Пока одни спорят о том, существуют ли экстрасенсы, другие верят в существование мира, разгадать который под силу только ясновидящим. Странные звуки и видения, предчувствие плохих событий — что делать, если вокруг вас происходят необъяснимые вещи? Мы спросили у Надежды Шевченко.№%:№%:2019-02-01 11:59:51№%:№%:27585111
Оперативная группа ГУ МЧС России по Иркутской области, направленная в поселок Юрты Тайшетского района, выявила грубые нарушения, которые привели к многочисленным авариям в ходе отопительного сезона 2018-2019 года.№%:№%:2019-02-01 11:38:25№%:№%:27585111
Пожар в ТЦ «Планета люкс» в дагестанском Кизляре распространился на площадь 8 000 квадратных метров.№%:№%:2019-02-01 10:42:18№%:№%:27585111
Двое молодых людей — посетителей ночного клуба Club 7 Bar («Седьмая Луза») в районе кинотеатра «Баргузин» угнали и разбили автомобиль Subaru Impreza жительницы Иркутска, которая также отдыхала в увеселительном заведении. Инцидент произошел ночью 19 января. Полицейские ищут злоумышленников.№%:№%:2019-02-01 10:03:20№%:№%:27585111
66-летнему водителю автомобиля Honda Odyssey стало плохо с сердцем перед ДТП на пересечении улицы Преображенской и Ленинградского проспекта в городе нефтехимиков. Авария произошла вчера, 31 января, около 11:30.№%:№%:2019-02-01 09:24:52№%:№%:27585111
О судьбе кошки Кэти, выжившей в страшной ноябрьской аварии, унесшей жизнь ее хозяина-дальнобойщика, рассказала волонтер Наталья Толмачева.№%:№%:2019-02-01 09:03:38№%:№%:27585111
Мошенник познакомился с двумя жительницами областного центра в интернете и уговорил их перевести ему 633 тысячи рублей, якобы для оформления крупных кредитов в банке Республики Нигерия с низкой процентной ставкой.№%:№%:2019-02-01 08:01:03№%:№%:27585111
По факту ДТП в районе села Александровское с участием маршрутки и лесовоза возбудили уголовное дело по ч. 5 ст. 264 УК РФ «Нарушение правил дорожного движения и эксплуатации транспортных средств, повлекшее по неосторожности смерть двух или более лиц».№%:№%:2019-02-01 07:27:12№%:№%:27585111
C докладом по поводу строительства мостового перехода через Иркут в районе станции Кая выступил главный архитектор Иркутска Сергей Александров в рамках депутатских слушаний.№%:№%:2019-02-01 07:20:17№%:№%:27585111
В январе в Иркутске и Иркутском районе случилось 48 ДТП, связанных с наездами на пешеходов. В результате три человека погибли, различные травмы получили 35 пешеходов, в том числе восемь детей.№%:№%:2019-02-01 07:07:45№%:№%:27585111
Председатель комитета Госдумы по информационной политике, информационным технологиям и связи Леонид Левин заявил, что отключение России от интернета является одним из возможных вариантов усиления давления Запада на нашу страну.№%:№%:2019-02-01 06:48:31№%:№%:27585111
В прокат вышла жесткая исторически-сатирическая драма, претендующая на десять «Оскаров» и снятая большим любителем жутких фарсов Йоргосом Лантимосом. Любимицы публики Рейчел Вайс и Эмма Стоун на протяжении двух часов «жгут не по-детски» и лишний раз доказывают, что они рождены отнюдь не для комиксов да блокбастеров.№%:№%:2019-02-01 06:23:46№%:№%:27585111
Мужчина погасил долг по кредиту в 412 тысяч рублей, чтобы не портить репутацию на работе в школе.№%:№%:2019-02-01 05:50:57№%:№%:27585111
Приговоры в отношении членов организованной группы, занимающейся обналичиванием и транзитированием денег, в том числе за границу, впервые вынесли в Приангарье.№%:№%:2019-02-01 05:29:22№%:№%:27585111
Летать не страшно. С 1 февраля пассажиры «эконома» «Аэрофлота» смогут не только перелететь, но и «накатить».№%:№%:2019-02-01 05:08:09№%:№%:27585111
