Друзья! Одевайтесь завтра теплее! МЧС предупреждает, что в Красноярске будет очень холодно: -35. Местами температура будет опускаться до -40...-45 градусов 😳№%:№%:2019-01-31 17:25:51№%:№%:62621848
Сообщения о ложных минированиях вновь прокатились по всей стране. Подводим итоги дня.№%:№%:2019-01-31 16:32:51№%:№%:62621848
Общественники готовя пикет против повышения цены за проед в Красноярске. Оставьте своё мнение. Давайте посмотрим, сколько будет тех, кто хотел бы прийти.№%:№%:2019-01-31 15:50:19№%:№%:62621848
Аквапарку в Красноярске быть. Мэр назвал его строительство одной из важных задач города на 2019 год. Докладывать о том, как развивается проект ему должны каждую неделю. А приступить к строительству подрядчики должны уже в первом полугодии.№%:№%:2019-01-31 14:15:35№%:№%:62621848
Красноярское МЧС возглавил майор из Алтая. Бывший руководитель сначала ушёл в отпуск, а позже покинул свой прежний пост.№%:№%:2019-01-31 13:58:10№%:№%:62621848
Эта девушка потерялась. Её нашли сегодня в чужом подъезде. О себе она не могла сказать ничего кроме имени. Спасибо волонтёрам - разместили ориентировку онлайн и помогли найти родню.№%:№%:2019-01-31 12:12:31№%:№%:62621848
Красноярский водитель 62 раза попался камерам на нарушении ПДД: превышал скорость, проезжал на красный свет. И накопил штрафов на 150 тысяч рублей. Только вот добровольно платить ему совсем не хотелось.№%:№%:2019-01-31 12:08:43№%:№%:62621848
А давайте почитаем, как один талантливый депутат получил на Универсиаду 20 миллиардов, а его напарник – 1,5. №%:№%:2019-01-31 11:50:01№%:№%:62621848
Кирпичному заводу придётся на месяц приостановить работу ради Универсиады. Родные сотрудников опасаются, что людей оставят без работы, а значит и без зарплаты. На заводе нас заверили, что никто без денег не останется. №%:№%:2019-01-31 10:51:53№%:№%:62621848
Ожесточенные бои между противниками этого здания и собственницей продолжаются. Теперь проблемой занимается депутат Госдумы, но владелица считает что это пиар, раз на ее здание обратили внимание такие высокие люди.№%:№%:2019-01-31 10:41:39№%:№%:62621848
Пока город охвачен второй волной эвакуаций, мы напоминаем, как вести себя в экстремальной ситуации.№%:№%:2019-01-31 09:55:01№%:№%:62621848
⚡⚡⚡ №%:№%:2019-01-31 08:40:09№%:№%:62621848
Уникальный показ мод на Siberian Fashion Market№%:№%:2019-01-31 08:00:42№%:№%:62621848
Мы узнали подробности гибели Самиры в Бахрейне. Девушка жила там три года, она была в серьезных отношением с местным парнем. Но однажды тот попал в передрягу и оказался на скамье подсудимых. Девушка погибла, когда ехала к нему на последний суд. №%:№%:2019-01-31 07:59:16№%:№%:62621848
Не самые плохие новости, так сказать. Транспортные карты пока остаются, но вот скидку в 1 рубль вернут лишь тогда, когда будет установлен новый тариф. А это случится, насколько нам известно, уже 22 февраля.№%:№%:2019-01-31 07:48:14№%:№%:62621848
Мэр Сергей Ерёмин восторженно рассказывает о свежеосвещенной улице Борисевича, будто впервые видит такое под своим руководством.№%:№%:2019-01-31 07:15:09№%:№%:62621848
Приключения чиновника из Туры не закончились только на том, что он избил местного жителя. Потом он подделал больничный, а после суда категорически отказался выплачивать материальный ущерб. И тут в дело вмешались приставы.№%:№%:2019-01-31 06:20:43№%:№%:62621848
Наконец-то хоть где-то в Красноярске круглый год будет чистое небо. Можно приходить, смотреть, внушать себе, что вы дышите свежим воздухом.№%:№%:2019-01-31 05:11:52№%:№%:62621848
Носить кольца, оказывается, довольно опасное дело!№%:№%:2019-01-31 04:55:14№%:№%:62621848
Хорошие новости — больных пневмонией выписывают из больниц после выздоровления. Ситуация постепенно улучшается, но все-таки о мерах предосторожности надо помнить. Не болейте!№%:№%:2019-01-31 04:08:36№%:№%:62621848
Местные СМИ сообщили о гибели 26-летней иностранки в ДТП в Бахрейне — девушка пыталась не задавать кошку, но машина перевернулась и влетела в ограждение. Травмы оказались несовместимые с жизнью. Позже знакомые девушки написали в соцсетях, что она из Красноярска.№%:№%:2019-01-31 03:46:16№%:№%:62621848
Вот это новости! Зимой в Красноярске снег выпал!№%:№%:2019-01-31 03:13:30№%:№%:62621848
Красноярский травматолог Евгений Берлинец случайно оказался в Канской больнице и обратил внимание на очень тяжелого пациента, поступившего после взрыва отопительного котла. №%:№%:2019-01-30 16:21:05№%:№%:62621848
Фотобаннером затянули 1 этаж общежития Аграрного университета в Студгородке. Здесь все прекрасно, даже чистое небо, которое отражается в нарисованных окнах.№%:№%:2019-01-30 15:27:18№%:№%:62621848
Отличные новости! В департаменте транспорта нам сообщили, что уже с 5 февраля начнут возвращаться деньги с транспортных карт. Понадобится сама карта и банковские реквизиты, куда перечислить остаток средств.№%:№%:2019-01-30 14:46:24№%:№%:62621848
Оказывается, наш город один из самых шумных в стране. Это плохо влияет на нервы и систему кровообращения :(№%:№%:2019-01-30 14:34:36№%:№%:62621848
Вернуть дело в прокуратуру потребовал сам прокурор - видимо, нервишки не выдержали на заседании№%:№%:2019-01-30 14:11:33№%:№%:62621848
Конкурс на замену ограждений появился на портале госзакупок. Оказывается, чиновники собрались менять криволинейный брус - это ограждение, которое разделяет движение в сторону правого и левого берега.№%:№%:2019-01-30 13:50:09№%:№%:62621848
В прошлом года эта история потрясла весь Красноярский край. В октябре в северном посёлке Бор подросток случайно выстрелил из ружья в спину 23-летней женщине. дробь через огромное входное отверстие 9х6 см попала в живот и грудную клетку. Повреждена плевра легких, печень, раздроблена правая почка, сломаны рёбра. №%:№%:2019-01-30 13:49:49№%:№%:62621848
Волна эвакуаций из-за анонимных звонков и писем докатилась до самого запада нашей страны. 21 января о возможном взрыве предупредили жителей Магнитогорска, с 22 по 28 января спецслужбы работали на Дальнем Востоке и в Сибири. 29 января пришла очередь их коллег с Урала и Поволжья. Сегодня тревожную эстафету приняли в Ростовской области, Архангельске, Новгороде, Мурманске и Петрозаводске.№%:№%:2019-01-30 13:18:55№%:№%:62621848
В краевом правительстве официально подтвердили отставку министра экологии Владимира Часовитина. Оказывается, он подал в отставку сам после "технических сбоев по ряду вопросов".№%:№%:2019-01-30 13:04:59№%:№%:62621848
Скоро в Красноярске начнется Универсиада. На нее уже потратили 80 миллиардов. Но можно хотя бы выяснить, что думают про соревнования простые красноярцы)№%:№%:2019-01-30 11:52:22№%:№%:62621848
Со 2 по 12 марта в аэропорту изменится схема парковки. Подъезжать к новому терминалу смогут только автобусы и транспорт спортсменов.№%:№%:2019-01-30 10:21:49№%:№%:62621848
В этом году в летние лагеря планируют отправить 20 тысяч детей. Мы узнали, сколько будет стоить путевка, и что нужно сделать, чтобы её купить.№%:№%:2019-01-30 08:49:10№%:№%:62621848
Интересно, как он эти деньги будет в колонии зарабатывать. А вообще - по делу!№%:№%:2019-01-30 08:48:02№%:№%:62621848
Красноярский студент получил контракт от модельного агентства из Лос-Анджелеса! В течение года парень будет путешествовать и работать в Европе. А потом, набравшись опыта, будет оформлять рабочую визу в США. №%:№%:2019-01-30 08:36:18№%:№%:62621848
Неприятный сюрприз и неожиданные "каникулы" случились у пары их Енисейска. №%:№%:2019-01-30 07:11:39№%:№%:62621848
Чтобы не замерзнуть в палатах, пациенты попросили родственников принеси покрывала и завешали ими окна. Кстати, на аналогичную проблему жаловались нам еще в сентябре 2017 года.№%:№%:2019-01-30 07:06:42№%:№%:62621848
Ужасное ДТП произошло сегодня утром на Затонской. Женщине пришлось лежать на ледяном асфальте до приезда "скорой".№%:№%:2019-01-30 05:21:46№%:№%:62621848
И в продолжении темы морозов. Бррр...№%:№%:2019-01-30 04:32:34№%:№%:62621848
У нас грустные новости: одеваться к пятнице придется теплее. Теперь к шквалистому ветру добавятся еще и морозы. Но мы же сибиряки, и не такое видели! 🙃№%:№%:2019-01-30 04:06:05№%:№%:62621848
Доброе утро, друзья! №%:№%:2019-01-30 03:46:42№%:№%:62621848
Мда... сначала военный эксперт доказывает, что 10 ракет "Сармат" хватит на уничтожение США, а сегодня на "Красмаш" (там производят эти ракеты) приезжает Шойгу и обещает дать оборонзаказов на 20 миллиардов. Что-то в горле пересохло...№%:№%:2019-01-29 17:00:01№%:№%:62621848
Другой вопрос: хватит ли смелости этим властям вернуть все, как было№%:№%:2019-01-29 16:33:13№%:№%:62621848
Очередное бряцание российским гиперзвуковым оружием от военного эксперта№%:№%:2019-01-29 14:32:07№%:№%:62621848
Сегодня в минтрансе назвали дату, когда подорожает проезд в автобусе. Скорее всего, это случится 22 февраля.№%:№%:2019-01-29 13:55:27№%:№%:62621848
В лиге Мельдония прибыло. Легкоатлет, кстати, не раз становился победителем местных полумарафонов и претендовал на звание лучшего спортсмена края№%:№%:2019-01-29 13:17:45№%:№%:62621848
Ситуация с пневмонией находится под контролем специалистов, но вот за последнюю неделю на 2000 увеличилось количество больных гриппом. Пожалуйста, не занимайтесь самолечением, при первых симптомах болезни вызовите врача на дом или сходите в больницу сами.№%:№%:2019-01-29 12:54:59№%:№%:62621848
Волна анонимных сообщений о минирования после Дальнего Востока и Сибири настигла и Урал. Так что, если что, не паникуйте. №%:№%:2019-01-29 12:45:18№%:№%:62621848
Летом в Канске на свалке нашли человеческие кости. , На всех обнаруженных черепах нашли прижизненные огнестрельные повреждения. При этом в земле кости находятся уже лет 50.№%:№%:2019-01-29 12:10:40№%:№%:62621848
В этом году на острове Татышев вновь появтяс красивые скульптуры из снега и льда! Уже 23 февраля приедут мастера, которые будут соревноваться в двух номинациях "Снег" и "Лёд". №%:№%:2019-01-29 12:00:54№%:№%:62621848
Уважаемые водители, запомните: если в аварии есть пострадавшие, ВСЕГДА нужно вызывать ГИБДД и скорую на место. Повезете в больницу - лишитесь прав за оставление места ДТП.№%:№%:2019-01-29 10:12:20№%:№%:62621848
В конце 2018 года на проспекте Мира начали вешать новые адресные таблички взамен старых. В результате на фасаде стали видны следы старой краски. Чиновники пообещали все исправить. Мы проверили, как они справились с этой задачей.№%:№%:2019-01-29 10:08:10№%:№%:62621848
Кто-нибудь ещё замечал такие билеты в автобусах Красноярска? В департаменте транспорта уверяют - это нарушение.№%:№%:2019-01-29 08:10:39№%:№%:62621848
С 1 февраля в большинстве красноярских автобусов перестанут принимать транспортные карты. Мы узнали, можно ли вернуть с них деньги, если вы недавно пополнили баланс и не успеете откатать все за 3 дня.№%:№%:2019-01-29 07:49:59№%:№%:62621848
Сразу двоих подозреваемых, находящихся в федеральном розыске, отыскали вчера в Красноярске. Один из них выдал себя сам - он засуетился при виде сотрудников Росгвардии в супермаркете и этим только привлёк их внимание к себе.№%:№%:2019-01-29 07:45:23№%:№%:62621848
Три месяца назад в Диксоне спасли медвежонка. Было решено привезли её в Красноярск и устроить в зоопарк. Сегодня в "Роевом ручье" рассказали, как она поживает.№%:№%:2019-01-29 07:02:55№%:№%:62621848
Друзья, будьте аккуратны, прогуливаясь по улице Ленина. Знак пешеходного перехода оборвался, повис и грозится упасть кому-нибудь на голову.№%:№%:2019-01-29 05:01:13№%:№%:62621848
Опытный водитель, который когда-то возглавлял красноярское отделение Федерацияии автовладельцев, заметил ошибку с разметкой на Коммунальном мосту. Тем, кто выезжает с острова Отдыха в сторону левого берега, приходится нарушать правила и пересекать сплошную черту!№%:№%:2019-01-29 04:18:28№%:№%:62621848
Начинаем утро с красоты 😍 Успешная рыжеволосая модель из Красноярска в смелом образе снялась для журнала Harper's Bazar.№%:№%:2019-01-29 03:45:52№%:№%:62621848
Вопрос экологии в Красноярске стоит остро. Кто-то уже пакует чемоданы для переезда в другой город, а мы решили посмотреть, где можно поселиться в пригороде Красноярска. №%:№%:2019-01-28 17:15:12№%:№%:62621848
За год сделали 25 экспертиз, кучу очных ставок и опросов свидетелей. Оказалось, что причиной, по которой мужчина провел 14 дней с заклеенными ртом и глазами скотчем, стали 5 миллионов. №%:№%:2019-01-28 16:21:51№%:№%:62621848
Одеваемся теплее и запасаемся термосами с горячим чаем :) №%:№%:2019-01-28 15:32:29№%:№%:62621848
Друзья, у нас неприятные новости - мелочь придется носить с собой. Маршрутчики отказываются принимать транспортные карты. №%:№%:2019-01-28 14:29:55№%:№%:62621848
Участок за Северным шоссе, возле ЖК «Ясный», площадью 47 га снова выставляют на торги. Здесь предполагается строительство нового торгового центра, который ранее видела здесь компания ИКЕА.№%:№%:2019-01-28 14:25:45№%:№%:62621848
Вот что значит огласка и недовольство граждан! Главное, чтобы под шумок повышение зарплаты мэру не приняли, пока мы тут расслабились.№%:№%:2019-01-28 13:28:06№%:№%:62621848
О происшествии стало известно спустя 5 лет после него.№%:№%:2019-01-28 13:05:47№%:№%:62621848
Кажется, жители "Белых Рос" особенно ждали эту поликлинику, впрочем, как и весь Свердловский район. Уже в мае начнутся переговоры с собственниками домов, на месте которых появится медицинское учреждение.№%:№%:2019-01-28 11:59:46№%:№%:62621848
Жителям Академгородка можно не заводить домашних животных. А если хочется кого-то покормить и потискать - достаточно открыть окно.№%:№%:2019-01-28 11:38:46№%:№%:62621848
Теперь подсветка Вантового и Коммунального моста будет работать по расписанию. В мэрии придумали три режима, которые будут меняться в зависимости от времени суток и дней недели.№%:№%:2019-01-28 10:03:38№%:№%:62621848
Пока красноярских школьников эвакуируют из-за сообщений о минирований, в гимназии Железногорска залило кипятком классы с детьми.№%:№%:2019-01-28 09:16:26№%:№%:62621848
Первые объяснения массовым эвакуациям в Красноярске дали правоохранители. Это не была проверка - сообщения о минировании поступают с иностранных айпи-адресов.№%:№%:2019-01-28 08:44:27№%:№%:62621848
В департаменте горхозяйства отреагировали на утренние пробки из-за выделенных полос. Говорят, ожидали худшего, но все равно потребуется несколько недель, чтобы привыкнуть.№%:№%:2019-01-28 08:32:09№%:№%:62621848
В Красноярске массово эвакуируют людей из школ, офисных центров и больниц! Причиной стали сообщения о бомбах. №%:№%:2019-01-28 06:45:40№%:№%:62621848
В Черёмушках в районе кинотеатра "Звездный" пьяный водитель опрокинул автомобиль в 10 метрах от дороги. В соцстеях уже предложили, что он хотел посмотреть на звезды.№%:№%:2019-01-28 06:13:34№%:№%:62621848
Сегодня первый рабочий день, когда в городе заработают выделенные полосы для автобусов. Мы проверили, где это привело к образованию больших пробок, а где не повлияло на дорожный трафик.№%:№%:2019-01-28 04:42:34№%:№%:62621848
Помните уникального учителя труда Сергея Бобкова из села Кожаны? Он создаёт невероятно реалистичные скульптуры животных из кедровой стружки. Теперь любоваться его коллекцией будут новосибирцы - краеведческий музей предложил устроить выставку. Жаль, что наши местные музеи до этого не додумались :(№%:№%:2019-01-28 04:00:01№%:№%:62621848
Возраст - не помеха. В управлении образования подсчитали, что в вечерние школы Красноярска "в среднем" идут ученики в возрасте 30 лет. Но бывают и исключения. Некоторые решают получить образование "для себя" в 50.№%:№%:2019-01-28 03:21:40№%:№%:62621848
Проверьте, насколько хорошо в умеете снимать лапшу с ушей) №%:№%:2019-01-27 16:16:40№%:№%:62621848
В 2018 году на улицах города поймали 1300 собак. 2/3 стерилизовали и выпустили. Ловцы животных поведали нам, в каком микрорайоне жители больше всего жалуются на стаи собак. №%:№%:2019-01-27 13:59:48№%:№%:62621848
Красноярец Максим Кляйн несколько дней назад увидел, как слепой мужчина случайно вышел на дорогу. И никто не попытался ему помочь. №%:№%:2019-01-27 12:28:57№%:№%:62621848
Шел 27-ой день новой реформы в ЖКХ. №%:№%:2019-01-27 10:40:43№%:№%:62621848
75 лет назад наши войска сняли блокаду с Ленинграда. За время осады жертвой голода и фашистских бомбардировок стали 600 тысяч человек.№%:№%:2019-01-27 10:38:35№%:№%:62621848
Несколько лет назад у Павла умер отец. У мамы появилась другая семья. Мальчика воспитывали бабушка с дедушкой. Последние 4 года учеба в коррекционном классе превратилась для мальчика в ад – пинки, подзатыльники, издевательства. После этого парень достал отцовское ружье и пошел к школе. №%:№%:2019-01-27 08:10:24№%:№%:62621848
Крепитесь, друзья:) №%:№%:2019-01-27 06:37:39№%:№%:62621848
Порадуемся за наших спортсменов! Ура!№%:№%:2019-01-26 13:56:51№%:№%:62621848
Кто-то боится пробок, а у кого-то на это время выпадают школьные каникулы.№%:№%:2019-01-26 12:49:38№%:№%:62621848
В Роспотренадзоре составили свод правил, чтобы не оказаться в больнице с простудой и пневмонией№%:№%:2019-01-26 11:55:44№%:№%:62621848
Представляете, 45 дней солнце не выходило из-за горизонта. Днем в городе было темно, а ночью - сумерки. Брр. №%:№%:2019-01-26 10:32:35№%:№%:62621848
Администрация извинилась за неудобства и рассказала о планах на ремонт.№%:№%:2019-01-26 10:30:57№%:№%:62621848
Сбор подписей начался в середине января текущего года, для чего активисты организовали 10 пунктов — в кафе, автомойках и магазинах микрорайона. №%:№%:2019-01-26 09:48:33№%:№%:62621848
Первый клуб с таким названием открылся в кризисный 1998 год на Красрабе. Проработал он лет 7-8, а потом закрылся. №%:№%:2019-01-26 08:35:44№%:№%:62621848
В дни тестовых соревнований места всем не хватает и водители занимают дворы.№%:№%:2019-01-26 07:20:25№%:№%:62621848
А вы довольны своей управляющей компанией, что обслуживаем дом? Все ли просьбы они выполняют и вовремя? №%:№%:2019-01-26 07:17:47№%:№%:62621848
Доброе утро, друзья! №%:№%:2019-01-26 06:02:30№%:№%:62621848
Видео вечернего пожара сделали молодые люди. Пока пожарные заливали огонь, парни предлагали обнять машину и погреться возле нее. Так и живем. №%:№%:2019-01-26 05:57:18№%:№%:62621848
Уже через несколько дней гости Универсиады смогут полюбоваться на настоящее произведение искусства - баннеры на разваливающихся домах. .№%:№%:2019-01-25 16:35:30№%:№%:62621848
Новые кадры из красноярской больницы оказались в сети и уже шокировали сотни горожан. Пациентка уверяет, фото было сделано сегодня в больнице №20. Обшарпанные стены, облупленные потолки с трещинами и там, и там. №%:№%:2019-01-25 16:25:22№%:№%:62621848
А вот и хорошие новости ☺ Сегодня в Красноярске объявили победителя конкурса "Воспитатель года - 2019". Им стал Андрей Панькин - воспитатель в детском саду №91. Вместе с почётным званием он получил премию в размере 300 тысяч рублей.№%:№%:2019-01-25 15:37:12№%:№%:62621848
Вооружившись личным измерителем выбросов, красноярский фотограф прогулялся по городу. Он делал замеры и в центре, и на правом берегу, и в Академгородке. Результаты неутешительны. 😢№%:№%:2019-01-25 15:31:09№%:№%:62621848
Уже с завтрашнего дня за выезд на любую выделенную полосу будут штрафовать. Внимательно посмотрите на картинки и запомните адреса всех участков! А ещё лучше - расскажите друзьям, чтобы не попасться на 1.5 тысячи рублей.№%:№%:2019-01-25 14:40:34№%:№%:62621848
Завтра главный в стране чиновник по спорту приедет с проверкой в Красноярск. Как думаете, что кроме спортивных объектов ему нужно показать?№%:№%:2019-01-25 14:16:07№%:№%:62621848
В прошлом году вам понравились наши билборды с цитатами чиновников и депутатов. Но народные избранники не планируют останавливаться, выражая свои мысли. На днях спикер новгородской думы сказала такое, что мы, конечно же, включили ее в наш почетный список.№%:№%:2019-01-25 13:05:16№%:№%:62621848
История, которая и в голове не укладывается. Многодетная мать привязывала 4-летнего сына к батарее, чтобы он ей не мешал. После того, как родственники это заметили, они обратились в полицию.№%:№%:2019-01-25 12:34:22№%:№%:62621848
Сову с переломанным крылом нашел на пустыре мальчик. Он принес ее домой и родители стали искать клинику. Первое время она жила на балконе и ела сырое мясо.№%:№%:2019-01-25 11:59:02№%:№%:62621848
Школьник из Абалаково Енисейского района открыл стрельбу по своим одноклассникам. У парня было охотничье ружьё. Узнаём информацию в режиме онлайн - и сообщаем вам.№%:№%:2019-01-25 11:42:14№%:№%:62621848
Подрядчик ремонта асфальта на Коммунальном мосту рассказал NGS24.RU как проходили работы в прошлом году. Если коротко - основное русло моста находится в плачевном состоянии. И можно менять асфальт бесконечно, но без капитального ремонта ямы будут образовываться снова и снова.№%:№%:2019-01-25 10:57:10№%:№%:62621848
Когда вы учились в школе, наверное, мечтали поспать на уроках? В одной из школ Красноярска разрешили детям лежать. Но не просто так - лечат сколиоз. №%:№%:2019-01-25 10:41:15№%:№%:62621848
Мда, отжать у пенсионера, у которого погиб сын все наследство - это победа на соревнования по скупости, цинизму и жадности. Фу таким быть!№%:№%:2019-01-25 10:03:40№%:№%:62621848
По периметру школьного двора ставятся отпугиватели с ультразвуком. Собаки из-за этого обходят школы стороной. Как вам такая идея? №%:№%:2019-01-25 08:46:12№%:№%:62621848
Директор школы в северном поселке пожаловался, что уехал в командировку, а на его дом, где осталась жена с ребенком, напали. Участкового найти не могли - у него нет телефона. №%:№%:2019-01-25 08:10:43№%:№%:62621848
Если среди наших читателей есть любители рыбалки, то этот материал для вас! На видео также указано расположение рыбного места 😉№%:№%:2019-01-25 08:10:40№%:№%:62621848
Что бы вы хотели увидеть на набережной у Гладкова? №%:№%:2019-01-25 04:54:43№%:№%:62621848
Сеть работает с 2011 года и насчитывает сегодня 16 филиалов по всему городу. Много раз название попадало в СМИ. Почему, читайте по ссылке:№%:№%:2019-01-25 03:59:35№%:№%:62621848
Доброе утро, друзья! Готовы к выходным? №%:№%:2019-01-25 03:23:07№%:№%:62621848
Почитайте, пожалуйста, этот важный материал про пневмонию. В период вспышки очень важно знать обо всех опасностях этой болезни. И главный посыл — не вздумайте лечиться дома. Если подозреваете, что у вас грипп, нужно сразу обращаться за медицинской помощью! №%:№%:2019-01-24 17:06:19№%:№%:62621848
Последние новости про ФК "Енисей" касались в основном пьяной езды Аленичева, а тут вот хоть что-то хорошее. Игрок новый и, главное, видео про него забавное сделали.№%:№%:2019-01-24 17:05:02№%:№%:62621848
Помимо этого законопроекта первое чтение также прошел документ о фейковых новостях. Если СМИ умышленно публикует недостоверные сведения о чем-либо — его ждет огромный штраф.№%:№%:2019-01-24 16:50:45№%:№%:62621848
В общем, кажется, это вопрос уже решенный. Депутаты говорят, что глупо отказываться от денег, которые дает вышестоящий бюджет. Против проголосовали только 6 человек. Окончательное решение примут 29 января.№%:№%:2019-01-24 16:08:29№%:№%:62621848
